QStandardPaths: XDG_RUNTIME_DIR not set, defaulting to '/tmp/runtime-root'
Time;S1,P1;S2,P2;S1,P2;
1667512776226217439;16.155972270799143;16.371630961255352;16.069884029292442;
1667512776761477905;18.27636293784309;18.247509555481987;18.2249295650229;
1667512777225205704;4.903819384286337;6.062299031729211;6.0965978580112585;
1667512777757478406;0.007079180483405822;0.00681126188775702;0.006540603427050658;
1667512778294096665;0.0008052235147633631;0.0005367546472142806;0.00026845387347246947;
1667512778838075503;0.0007940213135906306;0.0005292259519176171;0.00026470880193531546;
1667512779433825860;19.675001843269907;19.682083493601116;19.665820213306247;
1667512779942151192;21.215105552499317;20.857769648526865;20.844960934343007;
1667512780464568439;27.193033337864986;28.08875810354614;28.269234022476894;
1667512780970427197;0.023530422758574893;0.02251245333545144;0.05383066334044664;
1667512781503836751;0.0008098577687293669;0.0005399294717127575;0.00026992678236028477;
1667512782033472394;0.0008154312819825551;0.0005433470176285922;0.00027161662821908143;
1667512782569363340;0.000806036316414034;0.0005373274675084797;0.0002686762656238047;
1667512783113394748;0.0007939673186878219;0.0005293426777019911;0.00026464653147639686;
1667512783665231060;0.0007828583026472209;0.0005218573046432616;0.00026094283720972376;
1667512784209654300;0.000793599764859329;0.0005291005291005291;0.00026459352738083646;
1667512784749308055;0.0008005010543636573;0.0005336485812915408;0.0002667674454794033;
1667512785281607841;0.000811663911017586;0.0005411123240210658;0.0002706446417059634;
1667512785829642961;0.0007883024672772362;0.000525536896157194;0.0002627401609283486;
1667512786373670659;0.0007940300702128442;0.0005293572720455247;0.0002646839875377956;
1667512786909823921;0.0008056860547307013;0.0005371300470175294;0.0002685109390237763;
1667512787449821689;0.0008000162966282647;0.0005333264198427057;0.0002666562966995728;
1667512787985275780;0.000806647371860704;0.0005377598939417987;0.00026887593056279096;
1667512788517253219;0.0008120453391981052;0.0005413503307312177;0.0002706766917293233;
1667512789053849723;0.007025905228593644;0.006758911636182557;0.006489873559359964;
1667512789598632364;0.0007930476159006047;0.0005287294704260312;0.00026454686245584;
1667512790151404822;1.5808968282901932;1.2843386714880674;1.285419407437603;
1667512790698921551;16.135798421439674;15.932911359394383;16.067293977031195;
1667512791283630132;13.911663942000143;13.242578288484067;14.214009179504247;
1667512791858147594;14.87230793453868;14.06090115507421;13.944629847238543;
1667512792370633294;12.241526187198652;13.370632850373008;12.715634343901874;
1667512792805716945;9.821007043694532;10.859841417910447;10.540721608788333;
1667512793346417539;0.0007989820377001154;0.0005325936199722607;0.00026631453966422176;
1667512793885565175;0.000801287996260656;0.0005341959608849846;0.0002670831184921674;
1667512794425832396;0.0007996816082485677;0.0005331181115771781;0.00026646287191462825;
1667512794966678089;0.00079935755337377;0.0005330786402052353;0.0002666079141818747;
1667512795506504634;0.0008000148150891683;0.0005332948175965069;0.0002667407613225896;
1667512796053864527;0.0007889474308986148;0.000525849712882405;0.0002627746816594221;
1667512796601885254;0.0007883110982158987;0.0005255349781848241;0.00026277228409333527;
1667512797133847377;0.0008120438127712687;0.0005413645770871202;0.0002706746565815295;
1667512797681226429;0.006882342626687708;0.006619359434505055;0.0063554562870620805;
1667512798222528467;0.0007989835154164979;0.0005327965901018233;0.0002664825962807172;
1667512798757260747;0.0008070090228092133;0.0005378412397240576;0.0002688327617525656;
1667512799324794733;15.848640476348283;15.710382169615311;15.694886821274823;
1667512799867623309;14.961755622175327;15.270704610712729;15.266586974009668;
1667512800961318542;17.39262745040994;17.393794998759297;17.382917273032575;
1667512801453484437;0.867678888249843;2.524407598502485;2.562265734776182;
1667512801993749961;0.0007997215784134413;0.0005331911490269261;0.0002666098886348278;
1667512802537674895;0.0007941935626199563;0.0005294283093405492;0.0002647015031001325;
1667512803081873713;0.0007939060360749433;0.000529306681761709;0.0002646825280122342;
1667512803617477869;0.0008063868827733736;0.0005375491120173957;0.00026875449090620654;
1667512804153608474;0.0008058077849985451;0.0005372051899990301;0.00026858556128786775;
1667512804685365496;0.0008123293544238103;0.0005415417015315476;0.0002707683050656237;
1667512805225273158;0.0008000177781728483;0.0005333422223703729;0.0002666646913726565;
1667512805765455548;0.0007998829800825435;0.0005332711183695236;0.00026664592753896917;
1667512806306549290;0.0007987811191811014;0.0005325601349152342;0.00026635542541955605;
1667512806841910917;0.0008065419513834435;0.0005376685348159045;0.0002687775660324885;
1667512807385882683;0.000794215464036931;0.0005294604283481938;0.00026470782873403483;
1667512807929948425;0.0007940227730142538;0.0005293728402323358;0.00026469225848669556;
1667512808461841584;0.0008121460960588355;0.0005414256413919903;0.00027071129392478737;
1667512809001361186;0.0008006330932051826;0.0005337395684493197;0.0002668593984544393;
1667512809542127459;0.0069699688312168774;0.0067036253960854825;0.006438744962792195;
1667512810082028848;0.0008001733708970277;0.0005336436372260907;0.0002668549476575139;
1667512810654213235;14.12855803152771;14.096967239579813;14.101883550376842;
1667512811180500400;15.723089367566434;15.52057366488857;15.50480711016395;
1667512812287534475;15.381719521416182;16.908413743025452;15.70224413225528;
1667512812753330160;7.709189638264251;8.200928484165022;8.22980831763861;
1667512813293752547;0.0007995114096940758;0.0005330806136350175;0.0002665284667209595;
1667512813829539887;0.0008061747010435484;0.0005373435080321659;0.0002686647362607839;
1667512814373767163;0.0007939673186878219;0.0005293290570407197;0.00026467571710577105;
1667512814905813865;0.0008118545803068886;0.0005412272327502613;0.00027060598828501577;
1667512816988519666;0.0002075822292313259;0.000138398992762886;0.00026675311443523364;
1667512817093020685;0.4523560209424084;0.27169811320754716;0.00026660199099848;
1667512817521528968;0.0008096240308406783;0.0005396664186949442;9.377631353589452e-05;
1667512818061760085;0.0007995809603485581;0.0005331161378697568;0.0002665501743682391;
1667512818601361935;0.000800591548199503;0.0005337029720584257;0.00026679512357801903;
1667512819141446932;0.0007998681698757056;0.0005332592695458964;0.0002666380277673879;
1667512819677320954;0.0008061355875272911;0.0005374066769047614;0.0002686928094818707;
1667512820225470611;0.0007882104156897663;0.0005254745692203271;0.0002627588585317254;
1667512820757353473;0.0008121216678572771;0.0005414307307058903;0.00027069399172127543;
1667512821289353058;0.00081203312794409;0.0005413513483032018;0.0002706716039172196;
1667512821821317197;0.0008120865548919755;0.0005413615242334471;0.00027068839442306717;
1667512822365899287;0.0069229073271110456;0.006659120643273994;0.006395612756674502;
1667512822901789772;0.0008055373232293096;0.0005369698122283688;0.000268452872538949;
1667512823468712595;8.371455327886196;7.9474126718093725;8.1171900425335;
1667512824077065675;16.00840381326612;15.800748765013251;16.23123369250551;
1667512824611320456;14.729337215971437;13.777915937712361;14.229762460114571;
1667512825133318464;12.841893402907193;12.592490999485685;12.506632247742184;
1667512825659193878;14.306185220246826;17.61783698829814;16.24864545883379;
1667512826105955728;0.08599129977746217;1.2257963977867774;1.2618383825091413;
1667512826641382333;0.0008067648728598321;0.0005378362176667993;0.00026861311690080155;
1667512827189246711;0.0007885729932003833;0.0005257018941696375;0.0002628533460865883;
1667512827733255365;0.0007940417460095726;0.0005294117647058823;0.0002646990702445158;
1667512828273583477;0.0007996949311929153;0.0005331881876600258;0.0002666133439978671;
1667512828805463449;0.0008121476228702274;0.0005413798418719712;0.0002706721126898229;
1667512829341647783;0.0008057401525310873;0.0005373846162458086;0.00026869331084270804;
1667512829877349352;0.0008063597895251624;0.0005373244600169033;0.0002686552127506749;
1667512830425373008;0.0007882837675584735;0.0005255570357123305;0.0002627885884055485;
1667512830962001530;0.0008052895593835806;0.0005368236813802333;0.0002684548744134541;
1667512831502071371;0.0007999896297640586;0.0005333283951074527;0.00026668345784734595;
1667512832033844894;0.0008122575683791137;0.0005415406832438287;0.0002707403055229142;
1667512832578652107;0.0007936158017724087;0.0005291228869532626;0.0002646008202625428;
1667512833113435181;0.0008068161019576496;0.0005377829896252699;0.000268860368114654;
1667512833653601989;0.000799874093892628;0.0005333244445925901;0.0002666360528976303;
1667512834189486622;0.0008060994861115776;0.0005373274675084797;0.0002686988259354078;
1667512834725460723;0.000806051355920186;0.0005373645626729409;0.00026867325786848815;
1667512835261505625;0.0008058814421546882;0.0005373475183127288;0.0002686481958594597;
1667512835793443203;0.0008121262480331317;0.0005413869657328368;0.0002706934828664184;
1667512836325473217;0.000811953763744009;0.0005412760583074598;0.00027067109514652895;
1667512836865376828;0.0008000444469137174;0.0005333116058234664;0.0002666093950188478;
1667512837401711866;0.0008055418294377057;0.0005371480794158515;0.00026858956902565403;
1667512837933436180;0.0008124867171587039;0.0005415712335413117;0.00027079274576322185;
1667512838465414952;0.0008119476594481011;0.00054131980535042;0.0002706766917293233;
1667512839009435277;0.0007941731223872256;0.0005294701621502371;0.00026468496056377896;
1667512839541339155;0.0008121995378735037;0.0005414205521737659;0.0002707011158901555;
1667512840097337742;0.0007768834027493041;0.0005179595272180537;0.0002589774347925393;
1667512840634270039;0.0070334386362281695;0.006768265184804201;0.006500610364075182;
1667512841181843787;0.0007888048146308686;0.0005255733402923136;0.0002627756406981073;
1667512841733925281;4.401621885650888;4.169706246515966;4.16495391772916;
1667512842302681715;20.48747249627369;20.356535423975973;20.413782112230944;
1667512843427679777;15.415967691829762;17.056073214683433;15.860638876498808;
1667512843873632482;8.938741126120215;9.252551379437575;9.159809906643876;
1667512844413452005;0.0008004165130373398;0.0005336406708307933;0.00026681934662612495;
1667512844949377681;0.000805944587578379;0.0005372893751026073;0.00026865270667601976;
1667512845489507849;0.0007999066775542853;0.0005333333333333334;0.00026666370373662517;
1667512846025939454;0.000805687557349288;0.0005372793516829156;0.0002687133668105403;
1667512846565486513;0.0008004773216621763;0.000533431129040324;0.000266644446296142;
1667512847109484186;0.000794139544288905;0.0005294614017122928;0.0002647161011730232;
1667512847646477522;0.0008047839937405689;0.0005365066709388494;0.0002683993334749885;
1667512848181554508;0.0008069065221208193;0.0005379286385362364;0.0002688608701009909;
1667512848717335888;0.0008063010937325022;0.0005375300494229018;0.00026872540182845244;
1667512849269373890;0.000782559076870126;0.0005217438563755106;0.0002608686200412317;
1667512849801325941;0.0008120087065377979;0.0005412892834119268;0.0002706354859504474;
1667512850337348171;0.0008059776677021241;0.0005373124303872567;0.0002686547115320035;
1667512850881369077;0.0007941293254312564;0.0005294137110798202;0.00026471026175065395;
1667512851421366729;0.0007999896297640586;0.0005333392593251036;0.0002666720988760882;
1667512851957545878;0.0008057852395812155;0.0005371851498149696;0.0002685950798604052;
1667512852502551812;0.0007929209777156167;0.0005287624754896561;0.0002644754386802676;
1667512853033803617;0.0008132683220693161;0.0005420594872644253;0.00027095885565043296;
1667512853569392494;0.0008061506307382249;0.0005373946435935281;0.000268666741296317;
1667512854113436678;0.0007940300702128442;0.0005293592180187996;0.00026468350102748663;
1667512854649417960;0.00080599270501973;0.0005373324800692562;0.0002686647362607839;
1667512855185390370;0.0008060182697474476;0.0005373274675084797;0.00026866573877480963;
1667512855721505976;0.0008057912515691479;0.0005372312444737932;0.0002686161233097237;
1667512856265579161;0.0007940140165529866;0.0005293047361746706;0.00026474432868008404;
1667512856801581830;0.0008059851862907891;0.0005373184451347494;0.00026865822010197816;
1667512857337687745;0.007043540871563569;0.006775601120063577;0.006505156754135661;
1667512857869685078;0.0008120422863501707;0.0005413289626031908;0.0002706777093146967;
1667512858405456723;0.0008061476220511232;0.0005374116909434934;0.0002686371700566563;
1667512859001811703;14.118506688525981;14.252387006982886;14.236672089068032;
1667512859541123212;17.669895851149057;17.26006157239351;17.52499435277162;
1667512860078512194;15.272970598075657;15.74266818700114;15.566372263830571;
1667512860715855533;16.343395914316435;14.119484097084664;15.215619394866065;
1667512861093892328;3.8142938635808004;6.155480298701378;5.67313903787195;
1667512861638146636;0.0007940621794801098;0.0005295869956971057;0.00026486558071778574;
1667512862173813201;0.0008061716921767756;0.0005372893751026073;0.0002686737591563644;
1667512862709708183;0.0008060739162317537;0.0005373204500805048;0.00026866122752061135;
1667512863253619893;0.0007942140039048855;0.0005294555615813809;0.00026474676236771854;
1667512863793763994;0.0007998444746854778;0.0005332563074222612;0.0002666735804261592;
1667512864329617808;0.0008061220491174643;0.0005373916353499204;0.000268691806765809;
1667512864873391629;0.0007944316227920962;0.0005296717322656524;0.0002646635556445936;
1667512865413326012;0.0008000740809334198;0.0005333570380905818;0.00026668444562970864;
1667512865953397341;0.0007999274139939154;0.0005332908675790631;0.00026664740879825345;
1667512866489419199;0.0008058258222407927;0.0005372212232228797;0.0002686096095087802;
1667512867025245094;0.0008062123137733536;0.000537423725018194;0.00026871085965082515;
1667512867569706710;0.0007935895598884566;0.0005291569133983265;0.0002646017926771454;
1667512868101750316;0.0008118561060223937;0.0005412018062610284;0.000270594801197382;
1667512868641689609;0.0008001096446550083;0.0005333540748806899;0.0002666671604947417;
1667512869173978072;0.0008118316952624359;0.0005413208228076507;0.00027067618293950574;
1667512869709673296;0.0008062770158791778;0.0005374548155391624;0.00026872490034784947;
1667512870249498048;0.0008001704066606777;0.0005334943695967486;0.0002667412554251281;
1667512870785585088;0.0008059250415088708;0.000537268326353198;0.00026865771887208534;
1667512871330174468;0.0007935399966201074;0.0005292103923690802;0.00026467231178398326;
1667512871885587375;0.0007775070101615847;0.0005181869215378636;0.000259028212489477;
1667512872421416489;0.0008061626657112146;0.0005373475183127288;0.0002686517042592489;
1667512872974548341;0.006829691795688033;0.006569106749793359;0.0063079730392023884;
1667512873505474469;0.0008134582142332591;0.0005423299851989109;0.00027116397134700705;
1667512874062796829;11.012829216431498;10.524085462360004;10.722251561459066;
1667512874657401980;20.66036897088242;20.673209886637114;21.66689801858278;
1667512875779529730;15.775895487189528;15.346791930463134;15.93111981400306;
1667512876198294865;0.07464312841030024;2.200222001715468;1.9935749864746377;
1667512876738003455;0.0008002356249340083;0.0005335259954983745;0.00026667604971286027;
1667512877290189940;0.0007824173435844495;0.0005215586635783632;0.00026084452036308106;
1667512877826076042;0.0008060303007687141;0.0005374708636671562;0.00026868930000839656;
1667512878369532052;0.0007948642934815608;0.0005298139948159172;0.0002646946912170993;
1667512878901636132;0.0008119003542667055;0.000541358471414205;0.0002706853414488809;
1667512879441785953;0.0007998578030572343;0.0005331536408099492;0.0002666716050297228;
1667512879997545966;0.000777209063840888;0.0005182065016922681;0.0002589988614841714;
1667512880535466208;0.0008031725314994227;0.0005354672695631479;0.00026780782556783627;
1667512881073818557;0.0008025219996916235;0.0005349212569906593;0.00026741542987030354;
1667512881621660750;0.0007885485231143286;0.0005256932579839664;0.0002628264797678366;
1667512882165786427;0.0007939644002536275;0.0005293640830145814;0.00026470782873403483;
1667512882705617050;0.0008001096446550083;0.0005334419974439237;0.0002666933360002667;
1667512883237510855;0.0008121415156591036;0.0005413900188734576;0.00027065990267521;
1667512883773505475;0.0008059490983444462;0.0005373505260624334;0.00026866122752061135;
1667512884313749614;0.0007995380446852929;0.0005330283226820208;0.00026650725584511487;
1667512884845768418;0.0008120316015631608;0.0005412862314073818;0.00027064362436920303;
1667512885377762956;0.0008120422863501707;0.0005413014917742848;0.00027069653602425744;
1667512885909814397;0.0008119766556711495;0.0005413818772416594;0.0002706726214643389;
1667512886445844838;0.000805988193765532;0.0005372813563369351;0.0002686241407292026;
1667512886977918556;0.0008119110356000437;0.0005412699546310531;0.0002706609201343531;
1667512887521896132;0.0007941964827390954;0.0005294448550093204;0.0002647019896766224;
1667512888057937361;0.0008058528796182645;0.0005372552970014439;0.0002686396758414578;
1667512888593978099;0.0008059430840009104;0.0005373024061073373;0.00026865421031520227;
1667512889133886888;0.0008002089434463443;0.0005334508901035599;0.00026669629958884323;
1667512889665972771;0.000811871363492851;0.000541245541301921;0.00027067058637775086;
1667512890202001166;0.0008060814366162493;0.0005374177079134758;0.0002687590052930593;
1667512890733921525;0.0008119156134003665;0.0005412516444277391;0.000270554637005862;
1667512891277860914;0.0007941059690298672;0.0005294195502875042;0.0002646839875377956;
1667512891809620057;0.0008123476848090983;0.0005415386466798792;0.0002707611773598529;
1667512892349763442;0.0007997985692492261;0.0005332948175965069;0.00026666617284042067;
1667512892889900869;0.0007999407451299903;0.0005332513706226635;0.00026662420429339034;
1667512893421815457;0.0008121354085398294;0.000541371700546259;0.0002706929740134745;
1667512893958020181;0.0008057672041556698;0.0005371941677127653;0.00026860409807780193;
1667512894507137086;0.000787516406591804;0.0005250463517482403;0.00026259546439278444;
1667512895049544140;0.000795622602312094;0.0005304072533191892;0.00026511427529908203;
1667512895593582034;0.0007940315296686573;0.000529333921482135;0.00026468106850276906;
1667512896125660108;0.0008119415552439771;0.0005412811448096212;0.0002706471850813257;
1667512896665492623;0.0008001807815839875;0.0005334439735648875;0.00026670617869313973;
1667512897197899932;0.0008114138887010616;0.0005409517369622179;0.0002704875538157529;
1667512897729967570;0.0008119064578513422;0.0005413574538154423;0.00027066600754481495;
1667512898277937465;0.0007883815912898434;0.0005255810133858915;0.00026279290459157604;
1667512898809842701;0.0008121583107107138;0.0005413533834586466;0.0002706741477993628;
1667512899349622105;0.000800191156776341;0.0005334429855025756;0.0002667007450952066;
1667512899885483545;0.007046735006559659;0.006777940342181482;0.006508859176875635;
1667512900425985550;0.0007999807412043784;0.000533325432215819;0.00026667259272428277;
1667512901001201127;6.194424835566967;5.765864913947149;5.8599825089308215;
1667512901584886716;13.907309534793567;13.606430497735188;14.316611085081167;
1667512902089590751;14.954819578623301;15.729591785107877;14.606791343208938;
1667512902635764245;18.23305153529771;18.105403661765035;18.08033193790983;
1667512903177928813;13.484575558092736;14.702500116653447;14.682515191486424;
1667512903661349654;0.06750887294929389;0.5321647961003011;0.5775290977670267;
1667512904197688503;0.0008056560035359346;0.0005370899793556039;0.0002685885670799946;
1667512904729560779;0.000812280477440414;0.0005415121727423831;0.0002707341973013065;
1667512905273678752;0.0007939177082242156;0.0005293086273630505;0.00026467863602276236;
1667512905809417625;0.0008063131331984501;0.0005375230267025762;0.000268715372571998;
1667512906345966374;0.0008051559803333196;0.0005368166771047687;0.0002684778981163665;
1667512906885327298;0.0008008275217724982;0.0005338266286809477;0.0002668064930324596;
1667512907421441899;0.0008058784354765595;WARNING: Socket <scapy.arch.linux.L2ListenSocket object at 0x7f1fa29c4a90> failed with '[Errno 100] Network is down'. It was closed.
