FrameId;ReceivingTime;Fps
193;1668476968137481556;7
194;1668476968251430872;11
195;1668476968379453816;7
196;1668476968487639995;10
197;1668476968597308305;5
198;1668476968736729742;44
199;1668476968857424711;7
200;1668476969014016848;8
201;1668476969125075677;6
202;1668476969158044496;9
203;1668476969459315324;8
204;1668476969493908204;5
205;1668476969605193853;31
206;1668476969711615507;9
207;1668476969817900439;10
208;1668476969923682507;10
209;1668476970023611397;9
210;1668476970219148900;10
211;1668476970243905254;5
212;1668476970344089043;47
213;1668476970442777489;6
214;1668476970546978191;27
215;1668476970703884469;6
216;1668476970790859364;9
217;1668476970918360244;12
218;1668476971015903983;8
219;1668476971167809038;10
220;1668476971256044394;7
221;1668476971363144629;11
222;1668476971509894257;6
223;1668476971595752833;11
224;1668476971702910105;11
225;1668476971855659267;7
226;1668476972016603645;9
227;1668476972051165089;6
228;1668476972182639582;14
229;1668476972281925435;11
230;1668476972428753788;10
231;1668476972519072981;7
232;1668476972620563977;6
233;1668476972719286063;26
234;1668476972862448198;10
235;1668476973014273298;7
236;1668476973106599796;7
237;1668476973258775572;6
238;1668476973346971678;11
239;1668476973434254231;11
240;1668476973601956045;11
241;1668476973694307683;6
242;1668476973775116544;10
243;1668476973918306329;13
244;1668476974007606424;7
245;1668476974173050522;11
246;1668476974271457628;6
247;1668476974374066181;10
248;1668476974518284037;10
249;1668476974603753701;7
250;1668476974757974069;12
251;1668476974873629827;6
252;1668476974973001514;8
253;1668476975109522360;10
254;1668476975213896479;7
255;1668476975391050711;10
256;1668476975493026064;6
257;1668476975631160094;10
258;1668476975761545987;7
259;1668476975858071142;8
260;1668476976153442196;10
261;1668476976171555684;3
262;1668476976307422074;53
263;1668476976458510038;7
264;1668476976564941861;7
265;1668476976716898524;9
266;1668476976804366389;7
267;1668476976942184340;11
268;1668476977062155568;7
269;1668476977158361308;6
270;1668476977262482062;29
271;1668476977399790346;6
272;1668476977498747996;11
273;1668476977669585974;10
274;1668476977819009721;6
275;1668476977902776108;7
276;1668476977996872639;12
277;1668476978166563508;11
278;1668476978277022674;6
279;1668476978382111640;9
280;1668476978512215713;10
281;1668476978611075535;8
282;1668476978768258124;10
283;1668476978858013835;6
284;1668476978963689439;11
285;1668476979065695593;6
286;1668476979226076224;27
287;1668476979342404986;6
288;1668476979475837690;9
289;1668476979587388639;7
290;1668476979725380202;10
291;1668476979838566065;7
292;1668476979937330809;9
293;1668476980074623027;10
294;1668476980182594455;7
295;1668476980320794297;9
296;1668476980423617869;7
297;1668476980557954302;10
298;1668476980670364693;8
299;1668476980771158783;9
300;1668476980904107364;10
301;1668476981009505074;8
302;1668476981111564581;10
303;1668476981253481385;7
304;1668476981362895225;9
305;1668476981495757622;8
306;1668476981610604848;9
307;1668476981759381881;6
308;1668476981856436147;11
309;1668476981961982506;10
310;1668476982104107786;9
311;1668476982209360134;7
312;1668476982354030137;10
313;1668476982468985148;7
314;1668476982600212635;9
315;1668476982757088536;8
316;1668476982841228805;7
317;1668476982949137562;12
318;1668476983089312124;7
319;1668476983238731863;10
320;1668476983349371706;7
321;1668476983505398629;9
322;1668476983556238784;5
323;1668476983657165681;40
324;1668476983802913192;10
325;1668476983919494891;7
326;1668476984081520205;9
327;1668476984166371468;6
328;1668476984266031364;12
329;1668476984366548539;10
330;1668476984516180316;8
331;1668476984656033289;8
332;1668476984747765973;7
333;1668476984903621439;11
334;1668476984996414576;6
335;1668476985095446885;11
336;1668476985235982793;10
337;1668476985388619842;7
338;1668476985498593611;6
339;1668476985659749151;7
340;1668476985800989320;8
341;1668476985908031981;7
342;1668476986043391173;9
343;1668476986152263092;7
344;1668476986282330417;9
345;1668476986390847784;8
346;1668476986544167427;9
347;1668476986645951705;7
348;1668476986789021324;9
349;1668476986880901582;7
350;1668476987095735827;11
351;1668476987280034720;5
352;1668476987430262095;5
353;1668476987526310273;7
354;1668476987625997680;10
355;1668476987758464612;10
356;1668476987858554576;8
357;1668476988019799727;10
358;1668476988119880649;6
359;1668476988218092944;10
360;1668476988350753437;10
361;1668476988455284792;8
362;1668476988555140306;10
363;1668476988704151896;10
364;1668476988809835518;7
365;1668476988953469429;10
366;1668476989094345657;7
367;1668476989191332095;7
368;1668476989299731415;10
369;1668476989426753796;6
370;1668476989527018696;14
371;1668476989672096519;10
372;1668476989852564682;7
373;1668476989960534200;5
374;1668476990046974902;9
375;1668476990142025051;11
376;1668476990241237063;11
377;1668476990399881294;6
378;1668476990501075781;10
379;1668476990639751629;10
380;1668476990742427657;7
381;1668476990851267286;10
382;1668476990957409248;9
383;1668476991094885682;6
384;1668476991193241095;12
385;1668476991339632771;10
386;1668476991431806627;7
387;1668476991582417118;11
388;1668476991691041545;7
389;1668476991822044024;9
390;1668476991915946634;7
391;1668476992067313830;11
392;1668476992163208319;7
393;1668476992292243651;10
394;1668476992392074333;8
395;1668476992544736092;10
396;1668476992652429439;7
397;1668476992755597544;9
398;1668476992895422075;7
399;1668476993026103765;9
400;1668476993138034258;8
401;1668476993243153313;9
402;1668476993343035585;6
403;1668476993491494635;33
404;1668476993629795088;7
405;1668476993748677368;7
406;1668476993893121975;8
407;1668476993996617561;7
408;1668476994127689022;10
409;1668476994235813595;8
410;1668476994383543488;9
411;1668476994483421279;7
412;1668476994616832305;10
413;1668476994731732527;8
414;1668476994883113941;9
415;1668476995032109980;7
416;1668476995132476867;7
417;1668476995267746689;10
418;1668476995388039684;7
419;1668476995517124029;8
420;1668476995628812305;6
421;1668476995700795988;15
422;1668476995829506080;10
423;1668476995931891341;9
424;1668476996060104204;10
425;1668476996174733192;7
426;1668476996294378841;10
427;1668476996400491721;8
428;1668476996503212013;9
429;1668476996618725027;10
430;1668476996729416335;9
431;1668476996845873130;9
432;1668476997106797064;9
433;1668476997157742591;4
434;1668476997341299086;6
435;1668476997459218794;14
436;1668476997572989249;8
437;1668476997678667988;9
438;1668476997786032340;9
439;1668476997911138131;9
440;1668476998017012603;8
441;1668476998128938609;9
442;1668476998235257152;9
443;1668476998305278302;9
444;1668476998431022617;11
445;1668476998561492396;10
446;1668476998662404726;8
447;1668476998762895538;10
448;1668476998867809773;10
449;1668476998960555003;9
450;1668476999069740650;11
451;1668476999199228777;9
452;1668476999322452361;8
453;1668476999427089190;8
454;1668476999531499281;10
455;1668476999634846567;9
456;1668476999802259490;10
457;1668476999901409867;6
458;1668477000008388214;10
459;1668477000077589918;9
460;1668477000226394607;9
461;1668477000356075041;10
462;1668477000462993831;6
463;1668477000525292404;14
464;1668477000632924408;11
465;1668477000752151059;7
466;1668477000913277488;11
467;1668477001018746817;8
468;1668477001114144233;9
469;1668477001185690398;10
470;1668477001301625512;8
471;1668477001438869897;10
472;1668477001570259335;10
473;1668477001641438403;8
474;1668477001811581752;10
475;1668477001901168058;7
476;1668477002012875505;12
477;1668477002120050258;9
478;1668477002227404992;9
479;1668477002352028213;9
480;1668477002447329424;8
481;1668477002556528121;10
482;1668477002698998957;9
483;1668477002848576993;5
484;1668477002953630222;9
485;1668477003081355176;9
486;1668477003175898787;8
487;1668477003291938578;11
488;1668477003431723604;8
489;1668477003525091875;7
490;1668477003650829708;11
491;1668477003769376837;8
492;1668477003912410083;9
493;1668477004025516257;7
494;1668477004165844847;9
495;1668477004308982503;7
496;1668477004416573333;7
497;1668477004557442223;9
498;1668477004673963742;7
499;1668477004909523339;9
500;1668477004992449297;4
501;1668477005223865816;12
502;1668477005395358431;4
503;1668477005525371835;6
504;1668477005634083570;8
505;1668477005775502621;9
506;1668477005938295535;7
507;1668477006043631979;6
508;1668477006192440867;7
509;1668477006348107687;9
510;1668477006439800743;6
511;1668477006541261931;11
512;1668477006695290080;10
513;1668477006784436541;7
514;1668477006891145335;11
515;1668477007024802359;8
516;1668477007184528323;9
517;1668477007263383187;6
518;1668477007379007848;13
519;1668477007603687042;8
520;1668477007698804474;4
521;1668477007847669268;11
522;1668477007921665518;7
523;1668477008049406485;13
524;1668477008194752263;8
525;1668477008294903688;7
526;1668477008447468533;8
527;1668477008575291297;8
528;1668477008680359960;8
529;1668477008824670747;9
530;1668477008930222653;7
531;1668477009066507442;9
532;1668477009164923217;7
533;1668477009329057644;11
534;1668477009474262809;5
535;1668477009565310006;9
536;1668477009671873060;11
537;1668477009820186272;6
538;1668477009932289757;10
539;1668477010065321510;9
540;1668477010168001535;7
541;1668477010328511891;10
542;1668477010439788955;6
543;1668477010527381076;9
544;1668477010669720313;11
545;1668477010765038222;7
546;1668477010930323426;10
547;1668477011032384003;6
548;1668477011186136849;10
549;1668477011334755447;7
550;1668477011416026131;7
551;1668477011560912111;12
552;1668477011667253293;7
553;1668477011797664852;10
554;1668477011895105337;7
555;1668477012059398541;11
556;1668477012179362171;6
557;1668477012313859982;8
558;1668477012410553335;8
559;1668477012562504388;10
560;1668477012648193285;7
561;1668477012791015203;8
562;1668477012888899815;11
563;1668477012990960328;10
564;1668477013125504439;8
565;1668477013222835943;10
566;1668477013366554448;7
567;1668477013470006199;10
568;1668477013611398534;7
569;1668477013755480600;9
570;1668477013874581181;7
571;1668477014029595145;8
572;1668477014116773570;7
573;1668477014212237353;11
574;1668477014319459044;11
575;1668477014468906548;6
576;1668477014559422063;11
577;1668477014667868474;11
578;1668477014810004713;9
579;1668477014922537325;7
580;1668477015081474947;9
581;1668477015219097400;6
582;1668477015314380387;7
583;1668477015485006605;11
584;1668477015547714533;6
585;1668477015638381610;16
586;1668477015744999311;11
587;1668477016020667639;9
588;1668477016177940509;4
589;1668477016281066834;6
590;1668477016421362445;10
591;1668477016513369061;7
592;1668477016648136453;11
593;1668477016760885479;7
594;1668477016912865601;8
595;1668477017012144602;7
596;1668477017168805324;10
597;1668477017252067659;6
598;1668477017406480438;12
599;1668477017526221728;6
600;1668477017671333537;9
601;1668477017763702934;7
602;1668477017932154153;11
603;1668477018031036079;6
604;1668477018102900213;10
605;1668477018242632167;14
606;1668477018335768467;7
607;1668477018489025722;11
608;1668477018579152397;7
609;1668477018676016839;11
610;1668477018826809977;10
611;1668477018968214087;7
612;1668477019071602073;7
613;1668477019166722049;10
614;1668477019595147712;10
615;1668477019696936654;2
616;1668477019806547469;9
617;1668477019908176774;9
618;1668477020035443786;7
619;1668477020125183040;12
620;1668477020271786410;11
621;1668477020425023918;7
622;1668477020518045382;7
623;1668477020645394962;11
624;1668477020761400304;8
625;1668477020908543051;9
626;1668477021058038751;7
627;1668477021146476583;7
628;1668477021228850396;12
629;1668477021373633935;11
630;1668477021455795982;7
631;1668477021581383604;12
632;1668477021730310258;8
633;1668477021821693260;7
634;1668477021898124609;11
635;1668477022033429111;13
636;1668477022131132102;7
637;1668477022234648194;10
638;1668477022376590280;7
639;1668477022512574180;9
640;1668477022610144804;7
641;1668477022712556299;11
642;1668477022852932915;6
643;1668477022947080555;11
644;1668477023086890325;11
645;1668477023205954716;7
646;1668477023343126075;9
647;1668477023449418483;7
648;1668477023583576018;9
649;1668477023688031872;8
650;1668477023843935640;9
651;1668477023951012367;6
652;1668477024079368132;9
653;1668477024176971419;8
654;1668477024314641718;10
655;1668477024412705575;7
656;1668477024547842695;10
657;1668477024651065755;7
658;1668477024804922684;9
659;1668477024900304700;6
660;1668477025048171272;10
661;1668477025153368873;7
662;1668477025287611794;9
663;1668477025393293251;8
664;1668477025548656861;9
665;1668477025663694205;6
666;1668477025792453489;9
667;1668477025887577256;8
668;1668477026039202488;11
669;1668477026121639542;7
670;1668477026229270226;12
671;1668477026364150322;9
672;1668477026472887301;8
673;1668477026632240295;8
674;1668477026716966823;7
675;1668477026825628918;12
676;1668477027031225326;9
677;1668477027179640963;5
678;1668477027274839948;7
679;1668477027380174842;11
680;1668477027510224170;10
681;1668477027636960955;7
682;1668477027751701330;8
683;1668477027853302581;9
684;1668477028001536175;10
685;1668477028099177082;7
686;1668477028226235563;11
687;1668477028330487256;8
688;1668477028451776725;9
689;1668477028556392659;9
690;1668477028686049687;10
691;1668477028777913238;8
692;1668477028919348896;11
693;1668477029023132265;7
694;1668477029167668743;6
695;1668477029263930009;11
696;1668477029394944826;11
697;1668477029476354160;8
698;1668477029580379738;12
699;1668477029682686662;10
700;1668477029794972924;10
701;1668477029926713517;7
702;1668477030098514786;10
703;1668477030183913309;6
704;1668477030290033871;12
705;1668477030375945021;9
706;1668477030473731677;12
707;1668477030657856630;10
708;1668477030721221644;5
709;1668477030805388064;15
710;1668477030910489762;12
711;1668477031034617255;9
712;1668477031171674619;8
713;1668477031293681734;7
714;1668477031457788954;8
715;1668477031490175688;6
716;1668477031613556403;17
717;1668477031773879170;10
718;1668477031850102739;6
719;1668477031950324349;13
720;1668477032088180070;10
721;1668477032190642418;7
722;1668477032345320959;10
723;1668477032464984278;6
724;1668477032596881084;8
725;1668477032700704098;8
726;1668477032841516115;10
727;1668477032970180578;7
728;1668477033138374690;6
729;1668477033274539377;8
730;1668477033421353733;7
731;1668477033539235167;7
732;1668477033635607249;9
733;1668477033736099372;6
734;1668477033881705754;12
735;1668477033982542056;9
736;1668477034156363246;10
737;1668477034305340017;6
738;1668477034419453509;7
739;1668477034546852150;9
740;1668477034674464093;8
741;1668477034765981340;8
742;1668477034872621945;11
743;1668477035014290367;9
744;1668477035151259928;7
745;1668477035331241269;7
746;1668477035417922250;6
747;1668477035516952435;11
748;1668477035670990932;10
749;1668477035763389422;7
750;1668477035936716836;11
751;1668477036028243336;6
752;1668477036126009583;11
753;1668477036230612906;10
754;1668477036372675199;8
755;1668477036543955004;9
756;1668477036627776150;6
757;1668477036727949706;12
758;1668477036857467751;10
759;1668477036977703962;8
760;1668477037126013119;8
761;1668477037229190401;7
762;1668477037377804942;10
763;1668477037471377594;7
764;1668477037579957937;11
765;1668477037720642394;9
766;1668477037955542428;7
767;1668477038054994386;4
768;1668477038188348724;8
769;1668477038286604210;10
770;1668477038391477313;10
771;1668477038526931069;7
772;1668477038633600117;11
773;1668477038780063914;9
774;1668477038894684189;7
775;1668477038996235461;6
776;1668477039118372337;14
777;1668477039260429270;11
778;1668477039372411950;7
779;1668477039513693369;9
780;1668477039612999924;7
781;1668477039747735827;10
782;1668477039853085631;7
783;1668477039964114224;10
784;1668477040102079280;7
785;1668477040199818866;10
786;1668477040335464368;10
787;1668477040440328308;7
788;1668477040602535739;7
789;1668477040688635172;9
790;1668477040821230583;12
791;1668477040931218366;8
792;1668477041081723442;9
793;1668477041180076014;7
794;1668477041322935068;10
795;1668477041424239969;7
796;1668477041561980959;10
797;1668477041668814143;7
798;1668477041798890186;9
799;1668477041915902622;8
800;1668477042050397106;9
801;1668477042156745029;7
802;1668477042309335225;9
803;1668477042389212896;7
804;1668477042529168991;13
805;1668477042621881773;7
806;1668477042773210759;11
807;1668477042923158453;7
808;1668477043029428863;7
809;1668477043164281091;6
810;1668477043265754882;12
811;1668477043408469804;10
812;1668477043520361851;7
813;1668477043614741049;9
814;1668477043748887656;10
815;1668477043853502714;8
816;1668477043959187181;10
817;1668477044091460332;7
818;1668477044195386447;10
819;1668477044350816309;9
820;1668477044486848923;7
821;1668477044578524048;7
822;1668477044679162918;11
823;1668477044819527001;10
824;1668477044923128949;7
825;1668477045063925870;10
826;1668477045172965292;7
827;1668477045309748076;9
828;1668477045398488751;7
829;1668477045568632224;11
830;1668477045672503635;6
831;1668477045813510373;9
832;1668477045907480372;7
833;1668477046039122594;12
834;1668477046149340091;7
835;1668477046294113115;6
836;1668477046413851072;11
837;1668477046460238242;8
838;1668477046569688901;21
839;1668477046709184004;9
840;1668477046813448779;7
841;1668477046947553687;10
842;1668477047043282043;7
843;1668477047202604688;10
844;1668477047301653164;6
845;1668477047761491342;10
846;1668477047860944823;2
847;1668477048005603475;10
848;1668477048108058031;7
849;1668477048253700497;10
850;1668477048372843249;7
851;1668477048511750429;9
852;1668477048614315600;7
853;1668477048902195437;10
854;1668477048925563760;3
855;1668477049090783005;44
856;1668477049194169695;6
857;1668477049295535516;10
858;1668477049422596511;10
859;1668477049524876627;8
860;1668477049688748113;10
861;1668477049797725011;6
862;1668477049896908597;9
863;1668477050039787356;6
864;1668477050164294494;12
865;1668477050352133003;8
866;1668477050449662784;5
867;1668477050554890940;10
868;1668477050688368515;7
869;1668477050834005669;10
870;1668477050966571869;7
871;1668477051064199708;8
872;1668477051193359663;8
873;1668477051335144686;10
874;1668477051424157929;7
875;1668477051583336894;12
876;1668477051683244230;6
877;1668477051787387896;10
878;1668477051937545452;10
879;1668477052074738647;7
880;1668477052168192838;7
881;1668477052271396161;11
882;1668477052413903611;10
883;1668477052550718380;7
884;1668477052667634262;7
885;1668477052795397298;7
886;1668477052937338711;9
887;1668477053041565972;8
888;1668477053182065361;9
889;1668477053283711389;7
890;1668477053403622118;10
891;1668477053534441033;8
892;1668477053666010351;8
893;1668477053778277297;8
894;1668477053924238578;9
895;1668477054069693001;7
896;1668477054176195902;7
897;1668477054407526794;10
898;1668477054495254471;4
899;1668477054607222096;11
900;1668477054744621544;9
901;1668477054860751731;7
902;1668477054974811525;9
903;1668477055125965519;9
904;1668477055213659733;7
905;1668477055361753392;11
906;1668477055469104700;7
907;1668477055575655506;9
908;1668477055722810258;7
909;1668477055854476157;9
910;1668477055968464575;8
911;1668477056106633234;9
912;1668477056214955761;7
913;1668477056348847885;10
914;1668477056451255750;7
915;1668477056610316412;10
916;1668477056703427141;6
917;1668477056889865104;11
918;1668477056992474919;5
919;1668477057123238649;10
920;1668477057223897685;8
921;1668477057373319216;10
922;1668477057488622162;7
923;1668477057640608293;9
924;1668477057746630585;7
925;1668477057864825666;10
926;1668477058002345568;8
927;1668477058105132555;8
928;1668477058266402815;10
929;1668477058353408032;6
930;1668477058453544720;12
931;1668477058597100313;6
932;1668477058695156381;11
933;1668477058837791807;10
934;1668477058944359147;7
935;1668477059089253382;9
936;1668477059185763167;7
937;1668477059358095445;10
938;1668477059496955103;6
939;1668477059605630730;7
940;1668477059880854717;9
941;1668477059910152129;4
942;1668477060080826476;35
943;1668477060180648797;6
944;1668477060279381233;10
945;1668477060418215168;10
946;1668477060556523799;7
947;1668477060664298410;7
948;1668477060815141783;10
949;1668477060914434425;7
950;1668477061081869100;10
951;1668477061174904076;6
952;1668477061310944352;11
953;1668477061412601855;7
954;1668477061549022353;10
955;1668477061658685692;7
956;1668477061755691512;9
957;1668477061899093675;10
958;1668477061987877748;7
959;1668477062126880008;11
960;1668477062278337455;7
961;1668477062369380253;7
962;1668477062469539527;11
963;1668477062603831840;10
964;1668477062716735529;7
965;1668477062849276184;9
966;1668477062999389312;7
967;1668477063087949779;7
968;1668477063187629818;11
969;1668477063319749573;7
970;1668477063470923048;10
971;1668477063550840920;7
972;1668477063663798320;13
973;1668477063756822993;9
974;1668477063909068992;8
975;1668477064043989861;8
976;1668477064194601634;7
977;1668477064334901495;7
978;1668477064447239058;7
979;1668477064601396236;9
980;1668477064709631595;7
981;1668477064850353359;7
982;1668477064992710277;9
983;1668477065105854930;7
984;1668477065215564297;9
985;1668477065350242397;9
986;1668477065448683173;8
987;1668477065587687937;10
988;1668477065682821704;7
989;1668477065785043205;11
990;1668477065931661224;10
991;1668477066032956191;7
992;1668477066167502629;10
993;1668477066309208451;7
994;1668477066419283306;7
995;1668477066561358590;9
996;1668477066675154763;7
997;1668477066811058007;7
998;1668477066982714127;9
999;1668477067112458113;5
1000;1668477067211553802;10
1001;1668477067359711299;8
1002;1668477067505636849;8
1003;1668477067597504144;7
1004;1668477067714136115;11
1005;1668477067855905606;8
1006;1668477067950673161;7
1007;1668477068110086494;11
1008;1668477068198312615;6
1009;1668477068298610467;11
1010;1668477068400218150;10
1011;1668477068535038152;10
1012;1668477068632047831;8
1013;1668477068736010669;10
1014;1668477068884526191;8
1015;1668477069006681594;8
1016;1668477069172184607;8
1017;1668477069205478740;6
1018;1668477069356537762;46
1019;1668477069479889169;7
1020;1668477069617498162;8
1021;1668477069785375049;8
1022;1668477069902613679;6
1023;1668477069967638441;6
1024;1668477070067540226;36
1025;1668477070205857037;10
1026;1668477070306696303;7
1027;1668477070600923369;10
1028;1668477070623942904;3
1029;1668477070715078962;14
1030;1668477070862882825;11
1031;1668477070959363008;10
1032;1668477071094142751;10
1033;1668477071251350432;7
1034;1668477071378849178;6
1035;1668477071520188661;8
1036;1668477071614547358;7
1037;1668477071712820489;10
1038;1668477071863522750;11
1039;1668477072032042604;7
1040;1668477072193395569;6
1041;1668477072326847357;6
1042;1668477072435074172;8
1043;1668477072547206873;9
1044;1668477072690599064;9
1045;1668477072771073194;7
1046;1668477072918645996;12
1047;1668477072990987172;7
1048;1668477073141365268;14
1049;1668477073246459677;7
1050;1668477073375911621;9
1051;1668477073468763020;8
1052;1668477073617426004;11
1053;1668477073713523264;6
1054;1668477073814651170;11
1055;1668477073943727154;10
1056;1668477074099898319;8
1057;1668477074206641100;6
1058;1668477074349097834;10
1059;1668477074449519035;7
1060;1668477074586830224;10
1061;1668477074697334254;7
1062;1668477074843164158;9
1063;1668477074963946940;7
1064;1668477075100497921;8
1065;1668477075201731823;7
1066;1668477075342370557;10
1067;1668477075441702309;7
1068;1668477075548874359;10
1069;1668477075680671421;9
1070;1668477075791770397;8
1071;1668477075922860450;7
1072;1668477076026130675;10
1073;1668477076158303649;10
1074;1668477076257920252;8
1075;1668477076386348166;10
1076;1668477076502266290;8
1077;1668477076644549562;9
1078;1668477076740647968;7
1079;1668477076877881347;10
1080;1668477076985977540;8
1081;1668477077133970489;9
1082;1668477077239193695;7
1083;1668477077399818862;10
1084;1668477077486823953;6
1085;1668477077595698230;11
1086;1668477077747529786;7
1087;1668477077893526656;8
1088;1668477077989212926;7
1089;1668477078121945288;10
1090;1668477078224856299;7
1091;1668477078371501994;10
1092;1668477078475358293;7
1093;1668477078611155931;10
1094;1668477078726667848;7
1095;1668477078873632209;9
1096;1668477078961526417;7
1097;1668477079079543479;12
1098;1668477079231012002;9
1099;1668477079374945490;7
1100;1668477079472175462;7
1101;1668477079623761048;11
1102;1668477079727287109;7
1103;1668477079871180658;9
1104;1668477079979540087;7
1105;1668477080113165200;9
1106;1668477080235243943;8
1107;1668477080363495032;8
1108;1668477080477250136;8
1109;1668477080630939192;6
1110;1668477080735659199;9
1111;1668477080870737268;7
1112;1668477080963483436;11
1113;1668477081257534457;11
1114;1668477081424584668;3
1115;1668477081507550326;6
1116;1668477081617678002;12
1117;1668477081766656734;6
1118;1668477081931179104;10
1119;1668477082029505261;6
1120;1668477082136919748;10
1121;1668477082283699430;7
1122;1668477082408533932;9
1123;1668477082513251475;8
1124;1668477082659804584;10
1125;1668477082759301437;7
1126;1668477082859217862;10
1127;1668477082991129235;8
1128;1668477083131810332;10
1129;1668477083226789096;7
1130;1668477083374112954;11
1131;1668477083474765838;7
1132;1668477083601893920;10
1133;1668477083694643900;8
1134;1668477083847140027;11
1135;1668477083957007817;7
1136;1668477084094892747;9
1137;1668477084198921976;7
1138;1668477084299202011;10
1139;1668477084443696955;7
1140;1668477084546797677;11
1141;1668477084692966699;10
1142;1668477084810839815;7
1143;1668477084947470280;6
1144;1668477085048053308;11
1145;1668477085179927299;10
1146;1668477085292812200;8
1147;1668477085441102132;9
1148;1668477085553900585;7
1149;1668477085694192033;7
1150;1668477085826771926;9
