FrameId;SendingTime;Fps
577;1668477016360716489;10
578;1668477016463120616;10
579;1668477016605933066;8
580;1668477016741666778;9
581;1668477016847998919;7
582;1668477016949448234;10
583;1668477017076758391;10
584;1668477017182868325;8
585;1668477017319586355;9
586;1668477017422007989;8
587;1668477017523397763;10
588;1668477017624820347;10
589;1668477017750672562;10
590;1668477017853050756;8
591;1668477017959865869;9
592;1668477018121021078;6
593;1668477018267947481;9
594;1668477018394076536;7
595;1668477018495336412;8
596;1668477018597452194;10
597;1668477018739404660;9
598;1668477018843251801;7
599;1668477018971228637;10
600;1668477019074918227;8
601;1668477019176484171;10
602;1668477019521988966;10
603;1668477019623666956;3
604;1668477019780764032;10
605;1668477019891343397;6
606;1668477019995126036;9
607;1668477020106737968;10
608;1668477020212658588;9
609;1668477020353632802;7
610;1668477020461667261;9
611;1668477020611566748;7
612;1668477020737419802;9
613;1668477020891728702;8
614;1668477020997619591;6
615;1668477021136713182;9
616;1668477021237998161;7
617;1668477021362406071;9
618;1668477021465573935;9
619;1668477021580278768;9
620;1668477021683819871;10
621;1668477021811347050;10
622;1668477021915067021;8
623;1668477022062721624;7
624;1668477022198625405;10
625;1668477022301663831;7
626;1668477022458567921;6
627;1668477022583826820;10
628;1668477022687798133;8
629;1668477022792388882;10
630;1668477022928943536;9
631;1668477023032583903;7
632;1668477023174324931;10
633;1668477023275983751;7
634;1668477023378634819;10
635;1668477023537788970;6
636;1668477023673716565;9
637;1668477023783441096;8
638;1668477023928860972;9
639;1668477024034072131;7
640;1668477024160573801;9
641;1668477024264832691;8
642;1668477024394858251;8
643;1668477024505262282;10
644;1668477024634590865;9
645;1668477024743880081;8
646;1668477024883811749;9
647;1668477024994401797;7
648;1668477025138489552;9
649;1668477025246834073;7
650;1668477025369315766;9
651;1668477025488216043;8
652;1668477025643833623;6
653;1668477025749379180;9
654;1668477025867139452;10
655;1668477025972537651;8
656;1668477026127264928;6
657;1668477026234287521;9
658;1668477026380479339;7
659;1668477026484282211;10
660;1668477026632017934;7
661;1668477026733190380;9
662;1668477027011565080;9
663;1668477027155179369;4
664;1668477027256740591;7
665;1668477027361912834;10
666;1668477027491453963;9
667;1668477027597817870;8
668;1668477027730672703;9
669;1668477027833909532;8
670;1668477027937486059;10
671;1668477028083008437;10
672;1668477028185866982;7
673;1668477028306782814;10
674;1668477028410083119;8
675;1668477028540417477;10
676;1668477028645043549;7
677;1668477028760262682;10
678;1668477028903705222;9
679;1668477029006641989;7
680;1668477029114723028;9
681;1668477029246816388;10
682;1668477029349742577;8
683;1668477029480307055;8
684;1668477029583262815;10
685;1668477029687542737;10
686;1668477029791344938;10
687;1668477029910297893;10
688;1668477030010799608;8
689;1668477030113781755;10
690;1668477030217100569;10
691;1668477030321028344;10
692;1668477030458126242;9
693;1668477030563302975;8
694;1668477030730563415;6
695;1668477030835936642;10
696;1668477030979811650;7
697;1668477031099371537;10
698;1668477031200364094;8
699;1668477031301678897;10
700;1668477031453173020;10
701;1668477031553712193;7
702;1668477031683844917;10
703;1668477031783824818;8
704;1668477031924628225;10
705;1668477032026757400;7
706;1668477032171434332;10
707;1668477032280736321;7
708;1668477032444456685;9
709;1668477032548735119;6
710;1668477032681762111;10
711;1668477032783790311;8
712;1668477032936818994;10
713;1668477033052054880;6
714;1668477033226776857;6
715;1668477033349029927;10
716;1668477033451359800;8
717;1668477033552024949;10
718;1668477033701056471;7
719;1668477033802462418;9
720;1668477033903996890;10
721;1668477034066566034;6
722;1668477034238938433;6
723;1668477034394166685;9
724;1668477034496818591;7
725;1668477034644545047;10
726;1668477034750315462;7
727;1668477034860362425;9
728;1668477035002915401;9
729;1668477035147966629;7
730;1668477035259966275;7
731;1668477035361749065;9
732;1668477035497976044;10
733;1668477035602131110;7
734;1668477035704994844;10
735;1668477035857885178;7
736;1668477035960806071;9
737;1668477036062720394;10
738;1668477036203899014;10
739;1668477036348167070;7
740;1668477036454400631;7
741;1668477036556745859;10
742;1668477036659956011;10
743;1668477036812557154;9
744;1668477036955320644;7
745;1668477037061338029;7
746;1668477037164589136;9
747;1668477037313727437;7
748;1668477037416959501;10
749;1668477037556207118;10
750;1668477037668002032;7
751;1668477037941262422;9
752;1668477038049510166;4
753;1668477038164807316;9
754;1668477038267053359;9
755;1668477038379623642;9
756;1668477038516111764;9
757;1668477038622067917;7
758;1668477038766299858;9
759;1668477038867210778;7
760;1668477038972566664;10
761;1668477039100190495;10
762;1668477039202689973;8
763;1668477039355558526;7
764;1668477039456148743;9
765;1668477039594033902;10
766;1668477039699282425;7
767;1668477039837447914;7
768;1668477039938511182;9
769;1668477040044437791;10
770;1668477040182163890;10
771;1668477040317774443;7
772;1668477040419407282;7
773;1668477040530274271;10
774;1668477040668501328;7
775;1668477040783546387;9
776;1668477040902915712;9
777;1668477041008815294;8
778;1668477041110703210;10
779;1668477041263435995;7
780;1668477041402454272;9
781;1668477041504838197;7
782;1668477041654603819;10
783;1668477041757361377;7
784;1668477041897350423;10
785;1668477042005244429;7
786;1668477042135084886;9
787;1668477042237242107;8
788;1668477042370149443;10
789;1668477042473788143;8
790;1668477042605228344;10
791;1668477042717020195;8
792;1668477042861829912;7
793;1668477043008457168;7
794;1668477043114401580;9
795;1668477043245126810;9
796;1668477043347269656;8
797;1668477043455545516;10
798;1668477043588225675;7
799;1668477043690499291;10
800;1668477043821377634;10
801;1668477043922112301;8
802;1668477044024421849;10
803;1668477044169118612;10
804;1668477044272663562;7
805;1668477044417478967;7
806;1668477044526928047;9
807;1668477044661640421;7
808;1668477044764430633;10
809;1668477044902365449;9
810;1668477045008144405;7
811;1668477045147533403;7
812;1668477045258145371;10
813;1668477045403868610;7
814;1668477045504172596;10
815;1668477045656555887;7
816;1668477045759843699;10
817;1668477045887891202;10
818;1668477045988941873;8
819;1668477046117740375;10
820;1668477046223699400;8
821;1668477046329750493;9
822;1668477046496751221;6
823;1668477046648166496;7
824;1668477046793382483;10
825;1668477046904373409;7
826;1668477047040198104;7
827;1668477047147160411;10
828;1668477047281186168;9
829;1668477047700020016;7
830;1668477047837534692;2
831;1668477047948789001;7
832;1668477048074714547;9
833;1668477048205534687;8
834;1668477048341728517;8
835;1668477048448329944;7
836;1668477048595963020;7
837;1668477048700692456;10
838;1668477048891182671;10
839;1668477049070752548;5
840;1668477049175906241;6
841;1668477049282270553;9
842;1668477049412965448;9
843;1668477049520170803;8
844;1668477049629612403;10
845;1668477049777668776;6
846;1668477049880840022;10
847;1668477049984785362;10
848;1668477050137910435;9
849;1668477050247204557;7
850;1668477050379153423;7
851;1668477050516025171;10
852;1668477050619700316;7
853;1668477050749680724;10
854;1668477050854424605;8
855;1668477050966198034;9
856;1668477051104506994;10
857;1668477051207249150;7
858;1668477051325822770;9
859;1668477051431532306;8
860;1668477051535357554;10
861;1668477051676159648;7
862;1668477051778694868;10
863;1668477051903544933;9
864;1668477052011004981;8
865;1668477052118466076;9
866;1668477052253360422;7
867;1668477052392637843;9
868;1668477052495321959;7
869;1668477052641363428;7
870;1668477052769331755;9
871;1668477052876097784;8
872;1668477053020810220;10
873;1668477053123252020;7
874;1668477053231879688;10
875;1668477053386498859;7
876;1668477053493684842;8
877;1668477053620652026;8
878;1668477053759587664;7
879;1668477053865485736;10
880;1668477054020674990;6
881;1668477054156906962;9
882;1668477054336286681;7
883;1668477054438954162;6
884;1668477054579787954;10
885;1668477054686969915;7
886;1668477054845170028;9
887;1668477054945659044;6
888;1668477055047269274;10
889;1668477055149561174;10
890;1668477055273770646;10
891;1668477055374735884;8
892;1668477055476850374;10
893;1668477055616430540;10
894;1668477055717728034;7
895;1668477055821273552;10
896;1668477055955224601;10
897;1668477056061691519;8
898;1668477056193553121;9
899;1668477056296367299;8
900;1668477056431998512;9
901;1668477056538584956;7
902;1668477056648682455;9
903;1668477056849004773;7
904;1668477056968802233;6
905;1668477057072996348;8
906;1668477057209780453;10
907;1668477057319395079;7
908;1668477057420014819;9
909;1668477057571113133;7
910;1668477057675595664;9
911;1668477057780198533;10
912;1668477057948181008;6
913;1668477058087031150;9
914;1668477058198244278;7
915;1668477058327057315;9
916;1668477058427744554;8
917;1668477058529434961;10
918;1668477058632219581;10
919;1668477058752478270;10
920;1668477058857266998;8
921;1668477058962118432;10
922;1668477059100225464;7
923;1668477059201356684;10
924;1668477059338690769;10
925;1668477059443879349;7
926;1668477059548191138;9
927;1668477059693949369;7
928;1668477059879914171;10
929;1668477060059659746;5
930;1668477060165347547;6
931;1668477060267968399;9
932;1668477060400104235;10
933;1668477060502939937;8
934;1668477060651129563;10
935;1668477060756931357;7
936;1668477060896516157;10
937;1668477061003247897;7
938;1668477061153064485;6
939;1668477061259392148;10
940;1668477061395008323;9
941;1668477061502154396;8
942;1668477061630686603;9
943;1668477061736074075;8
944;1668477061839409780;10
945;1668477061974248586;10
946;1668477062081010659;7
947;1668477062199968588;9
948;1668477062309289116;8
949;1668477062450400483;9
950;1668477062557995161;7
951;1668477062694391317;9
952;1668477062799803211;7
953;1668477062934581810;8
954;1668477063037765652;9
955;1668477063165334854;8
956;1668477063299953156;10
957;1668477063405667735;7
958;1668477063508643732;10
959;1668477063642328021;7
960;1668477063744387683;10
961;1668477063879317300;10
962;1668477063980025669;8
963;1668477064118189010;10
964;1668477064296966314;7
965;1668477064425325652;6
966;1668477064530854399;8
967;1668477064672263682;9
968;1668477064774196588;7
969;1668477064875875997;10
970;1668477065015566162;8
971;1668477065125326608;9
972;1668477065289467102;6
973;1668477065391331608;10
974;1668477065535198996;7
975;1668477065662102025;9
976;1668477065762544134;8
977;1668477065863222746;10
978;1668477066005736115;10
979;1668477066108422848;7
980;1668477066231684042;10
981;1668477066402019010;7
982;1668477066505369488;6
983;1668477066655686471;7
984;1668477066791363625;9
985;1668477066901042884;7
986;1668477067048542203;7
987;1668477067193659580;9
988;1668477067333056496;7
989;1668477067440013214;7
990;1668477067541155594;9
991;1668477067694309703;10
992;1668477067799251683;7
993;1668477067943378297;9
994;1668477068105568835;7
995;1668477068208098093;6
996;1668477068370684659;9
997;1668477068484256871;6
998;1668477068614193089;9
999;1668477068725787696;8
1000;1668477068863505949;9
1001;1668477069001369846;7
1002;1668477069105221233;8
1003;1668477069212148074;9
1004;1668477069368061712;6
1005;1668477069472792643;10
1006;1668477069606090620;9
1007;1668477069715224731;8
1008;1668477069820222030;9
1009;1668477069964571092;7
1010;1668477070065155178;10
1011;1668477070166934273;10
1012;1668477070301551786;7
1013;1668477070404074121;10
1014;1668477070689472754;4
1015;1668477070794339851;10
1016;1668477070939361572;9
1017;1668477071043983176;7
1018;1668477071178163455;7
1019;1668477071281540906;10
1020;1668477071442475032;10
1021;1668477071544388684;6
1022;1668477071691210740;10
1023;1668477071795401515;7
1024;1668477071944181466;7
1025;1668477072074876117;10
1026;1668477072175573948;8
1027;1668477072278870438;10
1028;1668477072415039061;7
1029;1668477072523980391;9
1030;1668477072632470720;9
1031;1668477072782893586;7
1032;1668477072904719033;10
1033;1668477073011404870;8
1034;1668477073137475219;9
1035;1668477073239715118;8
1036;1668477073374044487;10
1037;1668477073477882016;7
1038;1668477073618810190;9
1039;1668477073728340559;7
1040;1668477073889467690;6
1041;1668477074027336811;9
1042;1668477074130083181;7
1043;1668477074286118250;6
1044;1668477074432504833;10
1045;1668477074537364902;7
1046;1668477074671884958;9
1047;1668477074776681973;7
1048;1668477074878880711;10
1049;1668477075044927805;6
1050;1668477075170838959;9
1051;1668477075274349594;8
1052;1668477075378229332;10
1053;1668477075524087779;7
1054;1668477075628336623;10
1055;1668477075761889859;7
1056;1668477075865478586;10
1057;1668477076004254806;10
1058;1668477076106838912;7
1059;1668477076235747018;10
1060;1668477076338970776;8
1061;1668477076482180519;10
1062;1668477076584283174;7
1063;1668477076724526784;10
1064;1668477076830228661;7
1065;1668477076968138926;9
1066;1668477077074279662;7
1067;1668477077218201388;9
1068;1668477077319766060;7
1069;1668477077432237445;9
1070;1668477077558814667;10
1071;1668477077666970983;8
1072;1668477077804178906;10
1073;1668477077909484795;7
1074;1668477078010628715;9
1075;1668477078152289119;7
1076;1668477078287771708;9
1077;1668477078390885015;7
1078;1668477078494959311;9
1079;1668477078637956051;7
1080;1668477078774822800;9
1081;1668477078880243238;7
1082;1668477078981552903;10
1083;1668477079084058024;10
1084;1668477079220911568;10
1085;1668477079322682645;7
1086;1668477079454540498;10
1087;1668477079557611196;8
1088;1668477079660161475;10
1089;1668477079810316386;7
1090;1668477079911991444;10
1091;1668477080061936995;7
1092;1668477080216089583;10
1093;1668477080320689776;6
1094;1668477080455481276;7
1095;1668477080560176515;9
1096;1668477080716064149;7
1097;1668477080821225871;9
1098;1668477080947362501;10
1099;1668477081050781088;8
1100;1668477081253056708;9
1101;1668477081356847537;5
1102;1668477081459392788;10
1103;1668477081578852981;10
1104;1668477081680607536;8
1105;1668477081785912436;10
1106;1668477081917021990;9
1107;1668477082017688572;8
1108;1668477082123371101;10
1109;1668477082262641409;10
1110;1668477082365651268;7
1111;1668477082485379426;9
1112;1668477082599733786;8
1113;1668477082738715824;9
1114;1668477082846008231;7
1115;1668477082971040774;9
1116;1668477083071464925;8
1117;1668477083206781778;10
1118;1668477083312726230;7
1119;1668477083452193545;9
1120;1668477083558266424;7
1121;1668477083672859573;10
1122;1668477083798365844;9
1123;1668477083941970299;8
1124;1668477084045902758;7
1125;1668477084173469593;10
1126;1668477084276317926;8
1127;1668477084384435145;10
1128;1668477084527729608;9
1129;1668477084632209711;7
1130;1668477084775874266;10
1131;1668477084884391585;7
1132;1668477085030867585;10
1133;1668477085136020578;7
1134;1668477085269248358;9
1135;1668477085373096465;8
1136;1668477085515744020;9
1137;1668477085677050410;7
1138;1668477085779899164;6
1139;1668477085900637116;10
1140;1668477086006664641;8
1141;1668477086151072259;7
1142;1668477086251911156;10
1143;1668477086357155578;10
1144;1668477086486586983;9
1145;1668477086587985111;8
1146;1668477086742340577;9
1147;1668477086845871104;7
1148;1668477086985552207;10
1149;1668477087090449904;7
