QStandardPaths: XDG_RUNTIME_DIR not set, defaulting to '/tmp/runtime-root'
Time;Network load (Without INC);
1668477015569492003;60.82365302968058;
1668477016176902799;45.893756009488065;
1668477016760166029;59.442869682974745;
1668477017333236882;48.43213794671641;
1668477017864089097;65.01082152775982;
1668477018505090664;53.927442125646095;
1668477019089017063;59.18737958975315;
1668477019705247617;33.69317495573337;
1668477020280549528;59.983955734246166;
1668477020914614092;54.56428409351409;
1668477021460837810;63.317502052142274;
1668477022030605249;63.663197816544205;
1668477022593715982;59.66221968960744;
1668477023185754340;58.96546769099579;
1668477023772372885;47.759836887117864;
1668477024323454795;63.59135614944642;
1668477024892719517;61.769984680933945;
1668477025468141231;48.75352958444017;
1668477026048236842;60.586276646284745;
1668477026636843726;59.91647140285147;
1668477027171862130;52.737790865040736;
1668477027761154398;60.27407945339041;
1668477028340568300;61.318172402544505;
1668477028931960923;60.25033414161105;
1668477029485444099;64.74658530626934;
1668477030017126525;66.47337161938839;
1668477030554545010;54.849632395331085;
1668477031181979991;68.94321087892054;
1668477031751479165;63.92610451637242;
1668477032288977481;68.465438930188;
1668477032861096683;51.469044280845935;
1668477033521675097;55.73765057541694;
1668477034071248006;54.438466150967116;
1668477034660844649;61.506075482136104;
1668477035267724545;55.916894114440716;
1668477035869034153;63.48131345203297;
1668477036468800020;59.66290464963525;
1668477037068846637;59.73653208855868;
1668477037652229427;49.07488019603377;
1668477038192361647;53.052684476124625;
1668477038786160028;60.71944951133025;
1668477039380928088;60.60678840792241;
1668477039950534137;63.97671633678469;
1668477040512266647;52.457293268291316;
1668477041114585668;61.58186740075473;
1668477041727119335;60.234919055764;
1668477042299183306;64.90779684941779;
1668477042864063575;53.07544046598688;
1668477043431250436;65.19835351725395;
1668477044011639611;63.8017296334039;
1668477044592230433;64.13591749536883;
1668477045176203931;63.737603400792295;
1668477045764922549;63.52517606596232;
1668477046335446432;65.57596995775174;
1668477046952470373;60.04667627686645;
1668477047760128517;36.65218491693996;
1668477048351877328;62.54413182149969;
1668477048908465188;53.28131855863981;
1668477049627242682;52.38365841409016;
1668477050230198173;61.61972198148044;
1668477050765931512;56.042966284657616;
1668477051328410077;66.88997282752523;
1668477051910555067;62.00356385876093;
1668477052464339929;57.26748127996508;
1668477053040204553;65.74397484314359;
1668477053626537528;52.583793278406986;
1668477054185427903;66.21904292341404;
1668477054761783508;51.96908399244413;
1668477055303045919;54.868573157183995;
1668477055872519530;64.0635460292824;
1668477056452970568;62.3678189408038;
1668477057061091287;47.47362659318492;
1668477057648373409;61.19369880862499;
1668477058236742920;64.69229325863694;
1668477058770313606;50.85805606523285;
1668477059349194801;61.81043968389942;
1668477059897267460;52.310433868441976;
1668477060436930163;53.18687298783148;
1668477061058545959;52.99443546947603;
1668477061637708300;64.40881211602428;
1668477062204872129;56.20893549638204;
1668477062763999958;65.50920378295434;
1668477063325033669;66.10988775756049;
1668477063896583796;64.88760354108291;
1668477064439886444;54.62891061753161;
1668477065012396083;51.87275043247834;
1668477065610606086;61.56788996566876;
1668477066188339531;64.24702861437484;
1668477066794500304;49.412187872649966;
1668477067354097958;67.10624877300205;
1668477067953843872;63.03905164128811;
1668477068530671561;65.05957551767864;
1668477069100544921;65.45797056364863;
1668477069632215051;56.174459778530746;
1668477070220996556;63.64010625908482;
1668477070789593160;53.124769926846724;
1668477071364955998;65.5346541572865;
1668477071944869529;52.18696396371556;
1668477072545773966;63.093360476626735;
1668477073084032431;56.699042942674346;
1668477073642057016;67.6684717327426;
1668477074223923041;65.32776659474384;
1668477074801176188;65.92714530500056;
1668477075370061634;53.33029160696366;
1668477075949032488;64.93819971657665;
1668477076523922663;64.8546695226849;
1668477077136902210;60.633647032697965;
1668477077732895260;58.238751613986295;
1668477078295906153;56.78819051804693;
1668477078896305378;61.68079545775017;
1668477079480063232;63.75538278400094;
1668477080049054411;52.468749380412184;
1668477080635940382;63.45678658979672;
1668477081268197691;47.120565488209834;
1668477081866977997;62.14668794027657;
1668477082484292988;47.90318425475284;
1668477083043961692;66.19669518850066;
1668477083608454790;65.56094941620204;
1668477084184065285;64.30778793760562;
1668477084725796431;54.861554787145884;
1668477085300646300;64.55479211041921;
1668477085898618555;52.82534690768451;
1668477086437490148;64.95164031761213;
1668477087009793209;65.65234565948181;
1668477087585111747;52.339640515081456;
1668477088145546672;67.11927364799429;
1668477088727801945;65.06077444337977;
1668477089292561206;67.09092103842839;
1668477089863290970;52.98269517649415;
1668477090419661742;67.73802119936256;
1668477090956799880;56.1672907914785;
1668477091544115881;63.9785145047418;
1668477092171029721;55.69158420417571;
1668477092705723088;59.81556670344218;
1668477093276010978;51.612484839343296;
1668477093840625341;64.88215345384218;
1668477094419792023;62.39378860848274;
1668477095044719236;57.45599313551083;
1668477095676807930;48.898444228015705;
1668477096240074952;58.63482879883547;
1668477096820059500;73.42102115995846;
1668477097413855118;58.83309199905036;
1668477097952883609;57.61599760100733;
1668477098549481360;57.07316715324713;
1668477099126283319;62.60209839171317;
1668477099694967744;59.38522848279768;
1668477100269783366;54.43824176131952;
1668477100804368332;54.74883026348477;
1668477101406409181;57.529843948395076;
1668477102016901437;67.24931100970478;
1668477102756915097;49.96592392885176;
1668477103325946276;59.848523603246036;
1668477103900434830;66.39849022175804;
1668477104496683893;61.960422991391894;
1668477105060890863;65.31967359681853;
1668477105639694017;63.76853568065243;
1668477106233559285;62.430036675108816;
1668477106874093956;57.71226165224089;
1668477107494944370;71.09974694393422;
1668477108037056308;67.70010793352613;
1668477108643503675;61.18863202287277;
1668477109230919497;60.779228669680876;
1668477109826818639;60.32800256581221;
1668477110423643062;48.46754308147202;
1668477110983808593;77.61816182914534;
1668477111560463849;63.03696387707088;
1668477112183210454;59.168489906551414;
1668477112733701342;66.91848295908078;
1668477113324817490;62.520512705346675;
1668477113933573170;60.912295130342876;
1668477114501998007;65.60345578523017;
1668477115149222992;58.55606704106419;
1668477115732553354;75.45107206749688;
1668477116272625689;55.06622322437925;
1668477116860167481;63.08837089583855;
1668477117440419037;63.813944013385594;
1668477117975996288;55.14107804834726;
1668477118692489842;51.5170395011494;
1668477119271989555;63.54364026168236;
1668477119835565983;65.00347622843246;
1668477120397966724;61.803094930191925;
1668477120932903149;57.145225938305714;
1668477121492094486;64.59691224310924;
1668477122065635786;62.9441822628086;
1668477122640692699;62.83445338572232;
1668477123212208495;63.45398683201644;
1668477123793259520;63.25990231637996;
1668477124364678897;52.22613669144997;
1668477124924834628;65.56478710182671;
1668477125516017834;63.00411754564072;
1668477126133604024;60.83392342050769;
1668477126686138370;54.56587270555045;
1668477127264197414;64.98299269864202;
1668477127844429666;64.47481699057445;
1668477128376652554;55.76030208746062;
1668477128948136490;64.74458454749735;
1668477129552072611;48.98719303222807;
1668477130162617438;60.27918448998082;
1668477130705619593;55.921391375419816;
1668477131298477951;62.48706275808604;
1668477131873538148;64.30726563279917;
1668477132439962213;61.04112810799066;
1668477133023990995;55.22476521125302;
1668477133616438081;75.49535905577126;
1668477134198280254;64.46514609224846;
1668477134812088213;61.119959544036774;
1668477135387426400;62.4511317694788;
1668477135955077160;56.02811086046854;
1668477136569851123;61.77359229412368;
1668477137137081575;64.62588085787836;
1668477137713780275;51.19081542716075;
1668477138296134882;62.97260182927753;
1668477138889877260;61.51379459657294;
1668477139484448986;61.18793140194625;
1668477140056769830;50.74528863828755;
1668477140627926766;51.29449553554583;
1668477141172541254;67.70310832991943;
1668477141734289517;53.507467765875816;
1668477142275922963;66.36037154732331;
1668477142861145692;61.61270845215186;
1668477143429222955;62.94627106928664;
1668477144009057685;53.42557189179239;
1668477144566311053;59.17978828815368;
1668477145170684083;58.88396269762263;
1668477145709237527;66.4417997961806;
1668477146298690256;59.88549157429848;
1668477146838592847;52.37846106059679;
1668477147405285499;62.443303805659156;
1668477147989235316;60.750951926654;
1668477148552218069;63.03932243380355;
1668477149100798883;51.99407075026712;
1668477149678409636;62.241341679504856;
1668477150264652283;61.59223980994899;
1668477150835821432;50.884142783955035;
1668477151413011623;51.0809760014178;
1668477151991175161;63.88309556393329;
1668477152572395061;38.028452929123276;
1668477153149695482;63.44617375740036;
1668477153716080552;51.21110529920772;
1668477154280045254;51.45430849921456;
1668477154865537355;61.8623813986002;
1668477155430556896;64.26372233175253;
1668477156031393400;60.11649677831171;
1668477156629394075;60.583729973731934;
1668477157168278206;54.02722334726343;
1668477157748192052;74.34749206983508;
1668477158315964978;63.579742476212445;
1668477158932503670;46.67362946503275;
1668477159474944815;66.34757361583446;
1668477160062354609;61.21228533519503;
1668477160644227291;61.603624828999806;
1668477161264919735;58.170069550790195;
1668477161803272858;63.02679245915742;
1668477162400139189;52.8680523706394;
1668477163040715727;57.460436966370956;
1668477163579468412;54.80501326086048;
1668477164185733746;73.05551903085804;
1668477164734393724;67.49527147394625;
1668477165289272365;53.277089788266295;
1668477165864697799;63.95480867606872;
1668477166453479184;61.42817649696445;
1668477167028113056;49.83389138564356;
1668477167563878577;66.36773878369574;
1668477168120776703;51.06889758339861;
1668477168721480537;59.3075759624133;
1668477169288077615;63.031418229613564;
1668477169876029175;60.62177401668899;
1668477170409239965;53.659628626269885;
1668477171040656178;58.32390519558997;
1668477171571877175;51.80509383759926;
1668477172179995807;58.20395984387153;
1668477172756795001;52.1834773187649;
1668477173440192951;49.04107434542577;
1668477173981196195;65.32711438191475;
1668477174559298696;61.12607622086102;
1668477175148777947;59.454100208058755;
1668477175768792618;56.99187928244047;
1668477176393163352;56.63681216938827;
1668477176991907481;59.23331378929827;
1668477177613303115;57.51681463227033;
1668477178195694351;64.45454132473442;
1668477178731554704;51.15854637116918;
1668477179378968736;66.46451520363547;
1668477179975554211;56.236762608317036;
1668477180567215442;60.91755302642704;
1668477181138357931;62.559905186671706;
1668477181676504861;66.69361767987773;
1668477182300158142;49.6438048486108;
1668477182889658375;60.70922641499362;
1668477183472987081;61.120463953849004;
1668477184074274641;58.90342241804789;
1668477184652294724;48.71892578146736;
1668477185248365368;47.66533375883482;
1668477185844992229;59.123586978496455;
1668477186414376947;62.12479192151593;
1668477187008857485;59.58027070370614;
1668477187596186999;60.66616847166316;
1668477188156588929;63.77782350643658;
1668477188752502528;60.08318216226073;
1668477189330119881;49.555807581666535;
1668477189879716195;65.28024492109805;
1668477190479866505;60.00646385269911;
1668477191069137211;61.251904562567674;
1668477191620961483;52.57405491449889;
1668477192184185170;64.77485605498862;
1668477192736640565;53.19232250398365;
1668477193305675322;64.56966477350056;
1668477193850318698;54.01309419888539;
1668477194438014382;62.76802000031483;
1668477195076697924;57.170603089563286;
1668477195688236222;59.41710773567138;
1668477196267314995;62.676747212394055;
1668477196805882160;54.02542429664368;
1668477197392574378;61.98778378373936;
1668477197972105812;63.447978669480534;
1668477198536572847;65.43989860041007;
1668477199161356972;59.26807708666271;
1668477199733002737;65.07909527267825;
1668477200296059937;54.75478483618358;
1668477200868154225;62.85558703015144;
1668477201409039228;54.80064071320725;
1668477201968935479;65.93782576261029;
1668477202533104529;65.1816764334915;
1668477203140547246;59.985525754753944;
1668477203737121897;60.972546039570965;
1668477204309595829;51.548224106839825;
1668477204892228129;63.321949204277125;
1668477205471694845;64.08973097151346;
1668477206144370630;44.37622877279547;
1668477206725428541;51.42049076257407;
1668477207473224487;49.71717679170658;
1668477208057540496;50.74416446158002;
1668477208641664141;50.69864610077887;
1668477209188657361;53.958851709904884;
1668477209766358438;66.89935815013506;
1668477210301031322;53.47497603488698;
1668477210905833582;61.91282881963753;
1668477211478006184;64.14627454454876;
1668477212062432429;63.549221860433846;
1668477212675890285;48.610399695391386;
1668477213209900999;69.6966657620274;
1668477213840733291;58.9430989354922;
1668477214420936951;64.18079218686245;
1668477214972735891;67.54091114507507;
1668477215560242910;63.533189525979076;
1668477216200120352;58.606905822346825;
1668477216779804668;64.76186488602544;
1668477217424022452;58.3190647904665;
1668477218126950278;55.85123334244554;
1668477218674238655;52.1764713666132;
1668477219281873139;61.68833789152268;
1668477219840716971;66.97256964081481;
1668477220372908962;56.02150019620491;
1668477220976980927;61.01032111488659;
1668477221611580544;56.966374253701844;
1668477222169049020;64.53116699300526;
1668477222796234186;56.99756228416288;
1668477223329050721;53.71986944554291;
1668477223882602235;51.69704054799292;
1668477224511704616;56.88143546849;
1668477225060204617;65.55305296414974;
1668477225632992747;63.09311355324381;
1668477226218828373;62.20370304934354;
1668477226801559699;50.44403300868376;
1668477227364002805;65.59827924918696;
1668477227959873020;62.1418290143287;
1668477228515465827;63.06996340014207;
1668477229073967235;57.18637598715153;
1668477229680448740;61.1516393637775;
1668477230260578672;64.09969688825208;
1668477230872128387;73.22797495044652;
1668477231471328193;50.36688601016211;
1668477232055038509;64.6293252345894;
1668477232673373358;73.04751683906643;
1668477233238846042;53.6844319058473;
1668477233788775844;68.82180178273066;
1668477234356778584;66.69416991079159;
1668477234925693204;53.32956520690112;
1668477235512194968;64.64422699071336;
1668477236083139318;54.04568508443449;
1668477236632024592;67.95512638838558;
1668477237213431976;65.43089560294455;
1668477237794541013;52.30632884189603;
1668477238352368814;67.88195225066639;
1668477238892257207;56.16210561122238;
1668477239528031623;38.61839723623871;
1668477240140195790;68.86790492946076;
1668477240717875160;52.74501001437265;
1668477241297688690;65.85963604026446;
1668477241937076193;71.30001132074005;
1668477242501477217;54.12119376202802;
1668477243050768587;69.50048337472573;
1668477243612294323;54.44512412068673;
1668477244210375928;63.79338990799658;
1668477244748281277;56.25798496519053;
1668477245345299630;63.055397392531546;
1668477245933002277;63.793122971660566;
1668477246506696205;61.601034175831835;
1668477247040194901;60.364881809304514;
1668477247613100781;52.49303726770018;
1668477248190173122;65.11799578631148;
1668477248768029163;70.4479890945401;
1668477249301787621;51.593400430601;
1668477249892715227;69.1420602838908;
1668477250464164542;47.45223819440793;
1668477251012057685;66.32435681518292;
1668477251606532203;48.84706894285493;
1668477252160074242;64.32543317577012;
1668477252810658920;66.41941066169133;
1668477253388344342;61.82391238669901;
1668477254003105298;57.86709661725284;
1668477254618808704;57.65951585981871;
1668477255256358089;66.609645278175;
1668477255856660658;59.050506384122336;
1668477256431963109;61.46995058993787;
1668477257059420839;70.65433877495887;
1668477257625069386;59.703677252718556;
1668477258369868134;47.73997245540835;
1668477258915412282;52.46502351566256;
1668477259697535521;36.92605466895378;
1668477260253366824;65.65414678397433;
1668477260804196535;40.21595714359585;
1668477261340755961;69.09752431447453;
1668477261944161525;24.757648905367358;
1668477262520801903;51.94273929371585;
1668477263088172972;52.56703296569163;
1668477263623941839;55.34748489175239;
1668477264192898839;66.66008080202664;
1668477264829733515;45.365823153426646;
1668477265482376200;70.05096910306466;
1668477266042632578;48.73164058598653;
1668477266636451652;59.7204124417167;
1668477267184578713;65.37026608255414;
1668477267772486730;48.89164262156307;
1668477268368473238;60.383860161617555;
1668477268989634569;46.4949216103355;
1668477269580546091;61.04524270556241;
1668477270144139986;50.880474310689415;
1668477270796572820;54.89503956899521;
1668477271356568816;50.939730691484044;
1668477271920078912;50.54499956197872;
1668477272501071744;48.984393254419835;
1668477273060036990;50.804721765829306;
1668477273620998283;63.560161916147365;
1668477274202000154;61.54869574705154;
1668477274812215334;58.61922576292336;
1668477275407499713;58.04667013377919;
1668477276004136042;59.218508277396396;
1668477276579961471;53.99962517523562;
1668477277220709322;56.58439430326205;
1668477277810709333;61.47894271928011;
1668477278348443795;67.0279080809513;
1668477278924083360;62.452294202414635;
1668477279516738748;48.54525312293077;
1668477280094338411;61.849143784037174;
1668477280682448454;60.44809476378074;
1668477281248503225;50.04558671036305;
1668477281784171061;39.740195690880824;
1668477282477118557;40.959414595785894;
1668477283109852728;56.04060277364664;
1668477283644974433;52.85606338854073;
1668477284233804611;60.51401583443212;
1668477284822938559;60.384718290112495;
1668477285357462354;53.15363843137789;
1668477285924659655;50.18760743745183;
1668477286496975746;62.273604761197845;
1668477287118285921;57.44423728303564;
1668477287671570634;64.44393464943633;
1668477288233047037;63.69361382274575;
1668477288807698214;49.69935045229805;
1668477289379873948;49.985772449482205;
1668477289948903134;63.335958771658184;
1668477290523567159;61.50856892710104;
1668477291066856706;52.52842144963504;
1668477291608177709;52.57654715655661;
1668477292176056861;62.68216165562546;
1668477292726980813;51.65428769383623;
1668477293256126036;53.708785893423475;
1668477293888536587;56.050003939266105;
1668477294474066908;60.612222680895364;
1668477295050145512;48.87566616575043;
1668477295580989222;53.125538664074845;
1668477296160218851;60.75111726072549;
1668477296712572767;63.850823546710245;
1668477297293272885;60.81316819400423;
1668477297889708065;59.32704424589026;
1668477298456346622;62.56336856189865;
1668477299046201503;48.32881364213965;
1668477299619096691;58.55861439391846;
1668477300157359413;58.053261048688164;
1668477300721798470;64.44794943568786;
1668477301252627281;55.34418931008679;
1668477301840880406;62.61736253451503;
1668477302423697206;63.2187914872242;
1668477303014126549;49.8509775305229;
1668477303568299218;65.4225673433026;
1668477304201017091;45.596678607286385;
1668477304776870227;62.31337041688948;
1668477305352015789;49.5760333447552;
1668477305892473296;66.02234842141654;
1668477306488147525;59.76994982819964;
1668477307050852825;51.706208615751045;
1668477307639058808;60.92727256430918;
1668477308226361386;62.539442282727556;
1668477308755729455;50.78352928764958;
1668477309362456360;65.73903321925044;
1668477309948748556;52.39396119734746;
1668477310493117174;51.89780368664909;
1668477311063918792;61.881119795828695;
1668477311632420904;62.25256125194946;
1668477312168092310;65.89052685488278;
1668477312750801618;57.879174412855804;
1668477313340533072;50.19325459141063;
1668477313928175467;59.628046969455795;
1668477314471020068;51.60702950219166;
1668477315108941393;54.68338261718987;
1668477315680514601;60.90050834381824;
1668477316239944469;49.85533899502674;
1668477316823392192;71.77572136610544;
1668477317555124378;38.11941379019609;
1668477318120101557;61.525239555335354;
1668477318720388527;58.00289446574638;
1668477319311696646;47.11215370861726;
1668477319845525445;65.29674868320357;
1668477320423321362;60.30815812511556;
1668477320995947245;60.78205510622664;
1668477321592391035;54.665186721673365;
1668477322163352801;52.517774646642565;
1668477322704649596;64.36723996086957;
1668477323315087657;56.50515711247759;
1668477323887522244;60.337559688546385;
1668477324472932209;58.98530675664937;
1668477325014441225;51.324247023240275;
1668477325592796011;47.663688722728836;
1668477326184806753;34.93036405240035;
1668477326729904812;60.87866446779591;
1668477327299114661;51.32709896234938;
1668477327904410385;56.58502503113903;
1668477328479828954;60.11083113186505;
1668477329064712209;55.549840858554255;
1668477329644885218;63.55080331272419;
1668477330189782930;51.13924759912237;
1668477330731888417;51.569570409514235;
1668477331320075584;59.526775380192554;
1668477331940072187;56.97538282288246;
1668477332504078869;50.27051157898445;
1668477333088504997;60.47197508389811;
1668477333708936430;56.828001897666624;
1668477334320620500;57.62960925758951;
1668477334896053587;61.46785333501583;
1668477335450612125;64.32802555060802;
1668477336036618515;61.28154993712784;
1668477336724639086;52.61065332271211;
1668477337348172145;58.13113644454201;
1668477337948769466;72.5684701610834;
1668477338520459931;63.36164515679965;
1668477339097880839;63.264278267532234;
1668477339664308442;59.46198840300628;
1668477340327645913;54.80813538635682;
1668477340877763340;56.46374728728435;
1668477341446033112;63.76189489828694;
1668477342008985335;64.14234106287154;
1668477342573648524;51.31846419892948;
1668477343142129417;63.57290732396969;
1668477343706649999;65.05612380307052;
1668477344244323758;52.715846217457994;
1668477344783124457;53.93987123888454;
1668477345360112510;61.27902971146053;
1668477345956630795;60.00005496243458;
1668477346560577969;58.949138142876954;
1668477347136538524;49.2708931077209;
1668477347689220160;51.282118243794606;
1668477348225151991;52.82125707470483;
1668477348832335772;46.547408689931416;
1668477349406626251;61.49097216792897;
1668477349985922199;60.8970250374806;
1668477350544790741;62.816468949257064;
1668477351085324172;52.228300192839605;
1668477351684830536;58.28004853216541;
1668477352273807444;59.22874791029184;
1668477352843843019;50.95083168649409;
1668477353432655662;68.69036240126478;
1668477354002147176;56.702603793157145;
1668477354539788877;55.94577434887283;
1668477355175672169;54.78439428569648;
1668477355784849961;68.42692544856428;
1668477356365047271;60.07989712572693;
1668477356965341079;58.25770015437217;
1668477357568558443;58.004070810414454;
1668477358319815882;55.983636139701154;
1668477358860250651;52.059942511121584;
1668477359440760280;56.89300981008204;
1668477359996896511;54.5425888335951;
1668477360548853731;51.04150474968062;
1668477361118469009;49.71919477570023;
1668477361672485648;63.32646905799949;
1668477362265762156;59.31792112825923;
1668477362816296007;64.01647833423645;
1668477363383922734;49.889205370550265;
1668477363960099603;61.121243110406375;
1668477364522864039;58.81892466427938;
1668477365059608064;56.732262985068616;
1668477365641260956;60.927319118366896;
1668477366236856902;59.19641777932946;
1668477366833316190;58.78305922632959;
1668477367420960541;59.63017101757055;
1668477368021346004;46.65810949199366;
1668477368671955759;64.43534512868614;
1668477369255914313;48.08507020376857;
1668477369874290962;34.19246509655524;
1668477370453528792;60.82181187049967;
1668477370991186798;52.343083926990374;
1668477371601096313;57.26274208656861;
1668477372180107642;60.644362692982135;
1668477372753248098;61.34642226089907;
1668477373325806768;48.985660512011684;
1668477373856058511;66.0406032740941;
1668477374485848143;47.68976673682246;
1668477375064108203;56.63405275257586;
1668477375691608781;58.848377580849785;
1668477376283614605;56.18011263968189;
1668477376828155332;38.52580295093199;
1668477377400163123;48.8151845951181;
1668477377980933178;60.12453525708508;
1668477378537396377;50.28795963617326;
1668477379078205845;51.70482450945715;
1668477379646247207;57.43433947527823;
1668477380193388010;55.579364089179926;
1668477380760485323;48.92354087049473;
1668477381408139747;61.29124498526094;
1668477381987264069;60.097001289640886;
1668477382557254324;52.93557723549605;
1668477383137445615;60.22076062295191;
1668477383718654756;59.87934136417839;
1668477384323153251;57.855975823851146;
1668477384862976006;51.72542619350007;
1668477385413880409;59.22699559825612;
1668477386007062615;51.06937166222632;
1668477386804606718;43.78724761889059;
1668477387364346141;62.404095401252526;
1668477387944461004;60.08524745913415;
1668477388526076836;60.06771454596913;
1668477389140449027;45.49674151464864;
1668477389692534892;0.10431315030722446;
1668477390279604926;0.09807541658776182;
1668477391176792369;0.06421382183698711;
1668477391741629983;0.10197316311584428;
1668477392307341389;0.10181733830462748;
1668477392865340650;0.1032280090252815;
1668477393425779882;0.10293363891887418;
1668477393962423278;0.10737328876937974;
1668477394548457403;0.09813047957928439;
1668477395169738544;0.09283433530779256;
1668477395716540575;0.10533874919381389;
1668477396445125540;0.07892452851131114;
1668477397082923006;0.09031119746148414;
1668477397770871090;0.08371283902742482;
1668477398408108153;0.09050898913718222;
1668477398982408386;0.10017622527938236;
1668477399621653894;0.09023813163192337;
1668477400258692239;0.09042192197402182;
1668477401121472823;0.06669560848790988;
1668477401645825211;0.10979707023529202;
1668477402262708206;0.09355403980429414;
1668477402828203870;0.10168940342817738;
1668477403406059429;0.10143598699459469;
1668477403964579670;0.10129384524437945;
1668477404526950591;0.10249733418342423;
1668477405109522873;0.09884973509247058;
1668477405723924657;0.10536248128385596;
