FrameId;SendingTime;Fps
127;1668476960066350577;7
128;1668476960168243970;10
129;1668476960275027251;10
130;1668476960434059976;6
131;1668476960536764036;10
132;1668476960682358729;7
133;1668476960787987160;10
134;1668476960937958527;7
135;1668476961081368260;9
136;1668476961182062524;7
137;1668476961355784899;9
138;1668476961468308542;6
139;1668476961623438926;6
140;1668476961726455165;9
141;1668476961881909250;7
142;1668476961990475561;9
143;1668476962093851132;9
144;1668476962238834275;10
145;1668476962341213092;7
146;1668476962469560428;9
147;1668476962569917601;8
148;1668476962716766594;10
149;1668476962825780416;7
150;1668476962927898046;9
151;1668476963076611785;7
152;1668476963180238308;10
153;1668476963316366619;9
154;1668476963421205903;7
155;1668476963568611593;10
156;1668476963671108039;7
157;1668476963775469242;10
158;1668476963931988905;10
159;1668476964036310687;6
160;1668476964144812815;9
161;1668476964464455888;4
162;1668476964566443910;6
163;1668476964668083391;10
164;1668476964823043224;10
165;1668476964923855422;7
166;1668476965025314965;10
167;1668476965127471003;10
168;1668476965277132778;7
169;1668476965380165574;9
170;1668476965481180496;10
171;1668476965584590988;10
172;1668476965693318896;10
173;1668476965861520973;9
174;1668476965969049104;6
175;1668476966072650870;9
176;1668476966180720271;10
177;1668476966343643609;9
178;1668476966446259322;6
179;1668476966550955160;10
180;1668476966655117155;10
181;1668476966757131015;10
182;1668476966859398084;10
183;1668476966962221292;10
184;1668476967065160625;10
185;1668476967173856198;9
186;1668476967277951682;10
187;1668476967392763857;9
188;1668476967531273605;9
189;1668476967636219323;7
190;1668476967741568081;9
191;1668476967889474596;10
192;1668476967998436737;6
193;1668476968122132678;10
194;1668476968227023245;8
195;1668476968362651383;9
196;1668476968465322369;8
197;1668476968578075476;10
198;1668476968681542716;9
199;1668476968830626506;10
200;1668476968931662726;7
201;1668476969032765025;10
202;1668476969136210347;10
203;1668476969262884188;10
204;1668476969458868354;8
205;1668476969580055353;5
206;1668476969695932815;8
207;1668476969800112260;9
208;1668476969903351058;10
209;1668476970006140337;10
210;1668476970112475653;10
211;1668476970217893090;9
212;1668476970319604701;10
213;1668476970423651641;10
214;1668476970527127621;10
215;1668476970632948675;9
216;1668476970736795283;9
217;1668476970897359078;7
218;1668476970999377516;8
219;1668476971102679270;10
220;1668476971204731082;10
221;1668476971343191108;7
222;1668476971447747444;10
223;1668476971581485926;10
224;1668476971687416158;8
225;1668476971831864720;9
226;1668476971933837577;7
227;1668476972035139210;10
228;1668476972135999104;10
229;1668476972266619400;8
230;1668476972401242227;10
231;1668476972502079304;7
232;1668476972603816409;10
233;1668476972704805550;10
234;1668476972845554050;10
235;1668476972950413839;7
236;1668476973087979570;7
237;1668476973190602177;10
238;1668476973296183459;10
239;1668476973421249780;10
240;1668476973522155392;8
241;1668476973622887262;10
242;1668476973724933458;10
243;1668476973865181569;7
244;1668476973994211646;10
245;1668476974096651215;8
246;1668476974251633802;6
247;1668476974351406482;10
248;1668476974454645741;10
249;1668476974589942763;10
250;1668476974693238943;7
251;1668476974797548583;10
252;1668476974956004718;6
253;1668476975059569249;10
254;1668476975200527019;10
255;1668476975306485520;7
256;1668476975472271013;6
257;1668476975575485814;10
258;1668476975714297540;7
259;1668476975840984745;10
260;1668476975944761254;8
261;1668476976146845843;10
262;1668476976291150037;5
263;1668476976392473127;7
264;1668476976541144742;9
265;1668476976650046656;7
266;1668476976785971955;10
267;1668476976892855074;7
268;1668476977036324555;9
269;1668476977136912596;7
270;1668476977240427851;10
271;1668476977346304766;9
272;1668476977478972532;10
273;1668476977585930213;8
274;1668476977750771454;6
275;1668476977852993916;10
276;1668476977983718337;10
277;1668476978091209142;8
278;1668476978193382467;9
279;1668476978363427103;6
280;1668476978470951806;10
281;1668476978594315984;9
282;1668476978699156971;8
283;1668476978803212269;10
284;1668476978947183171;7
285;1668476979049975712;10
286;1668476979160757060;10
287;1668476979320538362;9
288;1668476979423797163;6
289;1668476979568834664;10
290;1668476979674152095;7
291;1668476979809333219;10
292;1668476979915717037;7
293;1668476980015878221;10
294;1668476980163191641;10
295;1668476980265811252;7
296;1668476980390835129;10
297;1668476980504092427;7
298;1668476980647117186;10
299;1668476980752091923;7
300;1668476980853750081;10
301;1668476980991989962;10
302;1668476981094146532;7
303;1668476981234988521;10
304;1668476981342314310;7
305;1668476981480850568;9
306;1668476981584908365;7
307;1668476981688149858;10
308;1668476981794060390;10
309;1668476981946977442;6
310;1668476982050837484;10
311;1668476982185928337;7
312;1668476982287534840;10
313;1668476982453139533;10
314;1668476982555331929;6
315;1668476982684306959;8
316;1668476982789093623;9
317;1668476982931856575;7
318;1668476983038478352;9
319;1668476983178780800;7
320;1668476983330852533;9
321;1668476983434051273;7
322;1668476983539596831;10
323;1668476983639970516;10
324;1668476983741238748;10
325;1668476983902096781;10
326;1668476984005510121;6
327;1668476984107766221;10
328;1668476984250563946;10
329;1668476984351433454;7
330;1668476984498451200;10
331;1668476984603925494;7
332;1668476984731580781;9
333;1668476984838217303;8
334;1668476984943188783;9
335;1668476985079997871;7
336;1668476985205579923;10
337;1668476985315435388;8
338;1668476985477122879;6
339;1668476985585624082;10
340;1668476985741912317;6
341;1668476985890697577;8
342;1668476985993470735;7
343;1668476986129994162;10
344;1668476986236804443;7
345;1668476986373517217;7
346;1668476986479001000;9
347;1668476986624845991;9
348;1668476986733743482;7
349;1668476986857947470;9
350;1668476987082281859;8
351;1668476987255196975;4
352;1668476987360913432;6
353;1668476987467262913;9
354;1668476987608610384;7
355;1668476987715119885;10
356;1668476987839327568;9
357;1668476987946432702;8
358;1668476988054758255;9
359;1668476988197547851;7
360;1668476988307445211;10
361;1668476988433730793;9
362;1668476988534460455;8
363;1668476988643100444;10
364;1668476988789565602;7
365;1668476988895326052;9
366;1668476989022255218;8
367;1668476989177688557;9
368;1668476989279041855;7
369;1668476989382327956;10
370;1668476989508129105;10
371;1668476989609885406;8
372;1668476989774833320;10
373;1668476989878593182;6
374;1668476989985847495;10
375;1668476990088978169;9
376;1668476990226974635;7
377;1668476990332177810;10
378;1668476990485875048;6
379;1668476990590251885;9
380;1668476990727887337;10
381;1668476990835810484;7
382;1668476990935925647;9
383;1668476991040335619;10
384;1668476991175872951;10
385;1668476991276107030;7
386;1668476991412142318;10
387;1668476991514501161;7
388;1668476991669471954;10
389;1668476991774342014;6
390;1668476991895978535;9
391;1668476991998083523;8
392;1668476992143312684;10
393;1668476992245554783;7
394;1668476992372129101;10
395;1668476992473485247;8
396;1668476992634166772;10
397;1668476992737714966;6
398;1668476992879543370;10
399;1668476992985889311;7
400;1668476993120954009;9
401;1668476993222078630;7
402;1668476993328041889;9
403;1668476993430521964;10
404;1668476993566780231;7
405;1668476993719615782;10
406;1668476993822861150;7
407;1668476993972846075;9
408;1668476994081016454;7
409;1668476994214565412;9
410;1668476994318108688;8
411;1668476994467764092;8
412;1668476994573675433;8
413;1668476994708537396;9
414;1668476994868862922;8
415;1668476994973018712;6
416;1668476995116090366;10
417;1668476995224232577;7
418;1668476995350676591;9
419;1668476995458571211;7
420;1668476995568745313;10
421;1668476995684436802;9
422;1668476995787431912;8
423;1668476995890579321;10
424;1668476996018858965;8
425;1668476996131144751;10
426;1668476996241330343;9
427;1668476996346725106;9
428;1668476996458192703;9
429;1668476996564464813;9
430;1668476996674770814;9
431;1668476996790692349;10
432;1668476996895201765;9
433;1668476997100004101;10
434;1668476997269972938;5
435;1668476997400125585;6
436;1668476997526993680;8
437;1668476997626945643;8
438;1668476997727968476;10
439;1668476997836798852;10
440;1668476997961774892;8
441;1668476998068475369;9
442;1668476998181072006;10
443;1668476998283369264;9
444;1668476998385215914;10
445;1668476998493285472;10
446;1668476998609922268;9
447;1668476998713108039;8
448;1668476998813954614;10
449;1668476998915283018;10
450;1668476999025446593;10
451;1668476999140135783;9
452;1668476999253184766;9
453;1668476999383410108;9
454;1668476999486044786;8
455;1668476999591617818;10
456;1668476999693613427;10
457;1668476999853664897;6
458;1668476999959650466;9
459;1668477000063645907;9
460;1668477000176062726;10
461;1668477000281341994;9
462;1668477000396128714;10
463;1668477000511947976;9
464;1668477000617872011;9
465;1668477000737889492;9
466;1668477000847333025;8
467;1668477000967039520;9
468;1668477001067839330;8
469;1668477001171512141;10
470;1668477001288334736;10
471;1668477001394872128;9
472;1668477001506144929;9
473;1668477001625630320;9
474;1668477001743596883;8
475;1668477001852832937;8
476;1668477001958387196;9
477;1668477002066001638;10
478;1668477002172525693;9
479;1668477002292005186;9
480;1668477002400030841;9
481;1668477002506785011;9
482;1668477002683816835;9
483;1668477002831673970;6
484;1668477002934621627;7
485;1668477003040045669;10
486;1668477003162021870;9
487;1668477003268280180;8
488;1668477003373301953;10
489;1668477003510104876;10
490;1668477003612359094;7
491;1668477003749971932;10
492;1668477003856143097;7
493;1668477004007765053;9
494;1668477004118075660;7
495;1668477004263932068;7
496;1668477004401808104;7
497;1668477004504818637;9
498;1668477004652988090;10
499;1668477004860293749;7
500;1668477004975930665;5
501;1668477005193866921;9
502;1668477005370461811;5
503;1668477005474754081;6
504;1668477005615759148;9
505;1668477005718437787;7
506;1668477005859062197;7
507;1668477006024391783;6
508;1668477006178979783;9
509;1668477006282604408;7
510;1668477006383543597;10
511;1668477006527561131;7
512;1668477006627990798;10
513;1668477006769965127;10
514;1668477006871792605;7
515;1668477007005933566;10
516;1668477007108366973;7
517;1668477007208807603;10
518;1668477007357512353;10
519;1668477007553965676;7
520;1668477007673640920;5
521;1668477007777978221;8
522;1668477007908489033;10
523;1668477008023264582;8
524;1668477008133850604;9
525;1668477008277151328;7
526;1668477008423999400;10
527;1668477008530842006;7
528;1668477008657965788;9
529;1668477008763739323;8
530;1668477008911570117;7
531;1668477009014017046;10
532;1668477009148076873;7
533;1668477009296717389;10
534;1668477009403539696;7
535;1668477009548515972;9
536;1668477009653495330;7
537;1668477009760089362;10
538;1668477009911965959;6
539;1668477010014819286;10
540;1668477010147337225;10
541;1668477010252953424;8
542;1668477010363464658;10
543;1668477010513904550;7
544;1668477010619860266;9
545;1668477010748219446;10
546;1668477010857580199;8
547;1668477011018708237;6
548;1668477011169528080;10
549;1668477011274113395;7
550;1668477011400833854;10
551;1668477011507405163;8
552;1668477011647582670;9
553;1668477011751377996;7
554;1668477011881616942;10
555;1668477011986317305;8
556;1668477012152620694;9
557;1668477012260237202;6
558;1668477012398313650;7
559;1668477012527643785;10
560;1668477012633479505;8
561;1668477012736064541;9
562;1668477012872612168;7
563;1668477012976110407;10
564;1668477013105715466;10
565;1668477013207133480;8
566;1668477013349541134;10
567;1668477013453127182;7
568;1668477013595181965;10
569;1668477013695977076;7
570;1668477013855709668;10
571;1668477013962133180;6
572;1668477014064384391;9
573;1668477014198655744;10
574;1668477014303989135;7
575;1668477014407523860;10
576;1668477014545006800;10
577;1668477014651115933;7
578;1668477014753429238;9
579;1668477014903323890;10
580;1668477015055192896;7
581;1668477015156299493;7
582;1668477015295594263;10
583;1668477015401734654;7
584;1668477015503034821;9
585;1668477015623700477;10
586;1668477015726819529;8
587;1668477015833698057;10
588;1668477016155764110;4
589;1668477016263716557;7
590;1668477016369857893;9
591;1668477016499411570;9
592;1668477016611316965;8
593;1668477016741678002;7
594;1668477016847996827;9
595;1668477016951956251;10
596;1668477017106593109;7
597;1668477017234429214;9
598;1668477017344038581;8
599;1668477017446157680;9
600;1668477017608276549;6
601;1668477017710834548;10
602;1668477017855508329;7
603;1668477017956313584;9
604;1668477018058517691;10
605;1668477018192943820;8
606;1668477018321218214;10
607;1668477018423131441;8
608;1668477018524155516;10
609;1668477018662487861;10
610;1668477018764363612;7
611;1668477018895416204;10
612;1668477018999345723;8
613;1668477019154283123;9
614;1668477019525320898;7
615;1668477019630982798;3
616;1668477019784153276;6
617;1668477019887992008;10
618;1668477019992779784;10
619;1668477020106667225;9
620;1668477020209654854;9
621;1668477020358220237;7
622;1668477020466268290;9
623;1668477020607646719;7
624;1668477020734364007;9
625;1668477020838335001;8
626;1668477020991859448;6
627;1668477021093752069;10
628;1668477021215463544;10
629;1668477021318463525;8
630;1668477021443904366;10
631;1668477021565099235;8
632;1668477021665644250;8
633;1668477021769040365;10
634;1668477021883866421;10
635;1668477021985668769;9
636;1668477022116109460;10
637;1668477022219994153;8
638;1668477022363310736;10
639;1668477022467212066;7
640;1668477022583851968;9
641;1668477022696722974;9
642;1668477022800092680;9
643;1668477022928919299;10
644;1668477023039376714;8
645;1668477023174409444;9
646;1668477023281858910;7
647;1668477023382808659;10
648;1668477023545090328;7
649;1668477023671027599;9
650;1668477023784478514;8
651;1668477023931953722;9
652;1668477024036608684;7
653;1668477024160254522;10
654;1668477024262017244;8
655;1668477024394428891;8
656;1668477024502409288;10
657;1668477024634527882;9
658;1668477024741837404;8
659;1668477024883626367;9
660;1668477024986940916;7
661;1668477025089152597;10
662;1668477025238568495;7
663;1668477025369577559;10
664;1668477025479387680;7
665;1668477025644001002;9
666;1668477025746036692;6
667;1668477025867139938;10
668;1668477025972594734;8
669;1668477026107120479;10
670;1668477026211052298;7
671;1668477026315906685;10
672;1668477026458008293;10
673;1668477026564809289;7
674;1668477026668417701;9
675;1668477026807342565;7
676;1668477027011279495;10
677;1668477027155329902;5
678;1668477027256446767;7
679;1668477027360183918;10
680;1668477027491515195;9
681;1668477027592798942;8
682;1668477027731276053;10
683;1668477027832427980;7
684;1668477027935651799;10
685;1668477028080291578;10
686;1668477028183003961;7
687;1668477028306814506;10
688;1668477028407874571;8
689;1668477028540447442;10
690;1668477028644565309;7
691;1668477028760369201;10
692;1668477028862657715;9
693;1668477029002553940;7
694;1668477029106170372;10
695;1668477029207900182;10
696;1668477029346672543;7
697;1668477029463027119;10
698;1668477029565755854;9
699;1668477029667923547;10
700;1668477029768398327;10
701;1668477029869813410;10
702;1668477030006744444;7
703;1668477030107182566;10
704;1668477030209998196;10
705;1668477030313380967;10
706;1668477030415292041;10
707;1668477030554947792;7
708;1668477030656711918;10
709;1668477030757935677;10
710;1668477030891920009;10
711;1668477030994222101;7
712;1668477031120227001;8
713;1668477031274254646;10
714;1668477031374827010;7
715;1668477031476187360;10
716;1668477031597797117;10
717;1668477031700350474;8
718;1668477031833779590;10
719;1668477031934846503;8
720;1668477032040026573;10
721;1668477032171403839;10
722;1668477032276744357;8
723;1668477032377281992;10
724;1668477032543154193;6
725;1668477032682325299;10
726;1668477032788964857;7
727;1668477032937448879;7
728;1668477033049134130;8
729;1668477033230216001;6
730;1668477033362182572;7
731;1668477033515519549;10
732;1668477033616522000;7
733;1668477033718464006;10
734;1668477033820222388;10
735;1668477033965531180;7
736;1668477034069231738;10
737;1668477034245728742;6
738;1668477034397896499;10
739;1668477034501850688;7
740;1668477034644583395;9
741;1668477034747726916;7
742;1668477034850001308;10
743;1668477034953925071;10
744;1668477035099514178;7
745;1668477035259836230;9
746;1668477035363026558;7
747;1668477035497741794;10
748;1668477035603873964;7
749;1668477035708663795;9
750;1668477035857860280;7
751;1668477035964623245;9
752;1668477036109481452;9
753;1668477036212426053;7
754;1668477036348177091;10
755;1668477036459575246;7
756;1668477036564312546;10
757;1668477036665880980;10
758;1668477036810094191;7
759;1668477036955282090;9
760;1668477037058801641;7
761;1668477037164679972;10
762;1668477037312961006;7
763;1668477037416714647;10
764;1668477037556222650;10
765;1668477037658943693;7
766;1668477037759541473;10
767;1668477038035997255;4
768;1668477038164769632;10
769;1668477038269862720;8
770;1668477038373983764;9
771;1668477038478690491;10
772;1668477038614493511;7
773;1668477038766289177;9
774;1668477038871497009;7
775;1668477038976973759;9
776;1668477039100376353;10
777;1668477039204800147;8
778;1668477039349288427;7
779;1668477039451577180;9
780;1668477039596798567;10
781;1668477039702637175;7
782;1668477039837392693;8
783;1668477039938599182;10
784;1668477040041824370;10
785;1668477040182213354;9
786;1668477040288384440;7
787;1668477040416969342;8
788;1668477040531011368;10
789;1668477040669321119;7
790;1668477040773901901;10
791;1668477040902753464;9
792;1668477041017700823;7
793;1668477041161391124;9
794;1668477041269497877;7
795;1668477041402369693;9
796;1668477041504637248;8
797;1668477041653323359;10
798;1668477041754315636;7
799;1668477041897414186;10
800;1668477042002189155;7
801;1668477042138807124;7
802;1668477042244838951;10
803;1668477042370188890;9
804;1668477042480379059;8
805;1668477042604894055;9
806;1668477042753040212;8
807;1668477042865772236;7
808;1668477043008329315;7
809;1668477043112912470;9
810;1668477043244682080;9
811;1668477043352928442;8
812;1668477043491197307;9
813;1668477043597710790;7
814;1668477043702641623;10
815;1668477043834711273;7
816;1668477043941313290;10
817;1668477044075835057;9
818;1668477044177427712;8
819;1668477044281709831;10
820;1668477044423792826;7
821;1668477044529802200;9
822;1668477044659369991;8
823;1668477044766103592;10
824;1668477044902192062;10
825;1668477045005509292;7
826;1668477045147277923;10
827;1668477045249714986;7
828;1668477045382318794;10
829;1668477045494457328;8
830;1668477045595955551;9
831;1668477045752797142;6
832;1668477045888000167;10
833;1668477045988815910;7
834;1668477046118078740;10
835;1668477046220129473;8
836;1668477046323674463;10
837;1668477046424823057;10
838;1668477046552871166;10
839;1668477046657370776;8
840;1668477046793380217;9
841;1668477046894543004;7
842;1668477047027747159;10
843;1668477047137677113;7
844;1668477047281414179;9
845;1668477047700753824;7
846;1668477047837580214;2
847;1668477047949304431;7
848;1668477048091552534;7
849;1668477048204704433;10
850;1668477048342072079;8
851;1668477048449115828;7
852;1668477048594046602;7
853;1668477048699881699;10
854;1668477048894416451;9
855;1668477049069233000;5
856;1668477049171104379;6
857;1668477049272510029;10
858;1668477049375049912;10
859;1668477049506525405;8
860;1668477049619233479;10
861;1668477049772787695;9
862;1668477049876757458;7
863;1668477049984461997;9
864;1668477050138126453;9
865;1668477050242620546;7
866;1668477050387273409;7
867;1668477050535107272;7
868;1668477050672644670;10
869;1668477050773989268;7
870;1668477050945968407;9
871;1668477051048524692;6
872;1668477051180925105;10
873;1668477051283785885;7
874;1668477051408033822;10
875;1668477051513151012;8
876;1668477051666529135;8
877;1668477051769194968;7
878;1668477051903529476;9
879;1668477052010980877;8
880;1668477052116468685;9
881;1668477052253090041;7
882;1668477052392375096;9
883;1668477052498383379;7
884;1668477052637410770;7
885;1668477052769292707;9
886;1668477052871838340;8
887;1668477052975938768;10
888;1668477053123023426;7
889;1668477053231842354;10
890;1668477053386489775;7
891;1668477053490450487;9
892;1668477053624684170;8
893;1668477053759895530;7
894;1668477053862910703;10
895;1668477054024081819;7
896;1668477054156895193;8
897;1668477054336273607;8
898;1668477054441802738;6
899;1668477054587514823;7
900;1668477054697434308;9
901;1668477054844969213;7
902;1668477054952575596;9
903;1668477055055300983;10
904;1668477055158145154;10
905;1668477055300285339;7
906;1668477055456268244;10
907;1668477055556699407;6
908;1668477055658299399;10
909;1668477055809119318;7
910;1668477055950372523;10
911;1668477056053615540;7
912;1668477056193474497;10
913;1668477056296259025;7
914;1668477056432122700;10
915;1668477056537971844;7
916;1668477056644843701;9
917;1668477056846042075;7
918;1668477056971893530;6
919;1668477057075399080;8
920;1668477057210024724;8
921;1668477057318676012;9
922;1668477057470635516;9
923;1668477057576345632;7
924;1668477057680216646;9
925;1668477057784276233;10
926;1668477057951687419;6
927;1668477058087021981;9
928;1668477058197084777;7
929;1668477058335188064;7
930;1668477058436852287;10
931;1668477058540384178;10
932;1668477058679121533;10
933;1668477058781002132;7
934;1668477058929102078;10
935;1668477059031697776;7
936;1668477059170948036;10
937;1668477059284730365;7
938;1668477059436784623;7
939;1668477059546697583;9
940;1668477059693714662;7
941;1668477059879914170;9
942;1668477060055650465;5
943;1668477060160400319;6
944;1668477060261601897;9
945;1668477060365352870;10
946;1668477060496506947;7
947;1668477060648130965;10
948;1668477060751224071;7
949;1668477060895073358;10
950;1668477061004949588;7
951;1668477061157177525;6
952;1668477061262487747;9
953;1668477061395013909;9
954;1668477061498425071;8
955;1668477061630456782;10
956;1668477061732551419;8
957;1668477061838391044;10
958;1668477061971537320;10
959;1668477062073309835;8
960;1668477062200649883;10
961;1668477062304885140;8
962;1668477062450481994;9
963;1668477062552476501;7
964;1668477062694035751;10
965;1668477062796412629;7
966;1668477062934546626;7
967;1668477063063686903;9
968;1668477063165868279;8
969;1668477063268257594;10
970;1668477063398719558;8
971;1668477063501633062;10
972;1668477063638660020;10
973;1668477063739643634;7
974;1668477063879508610;10
975;1668477063989746156;7
976;1668477064135698398;7
977;1668477064297743013;10
978;1668477064425298548;6
979;1668477064533459418;8
980;1668477064688643402;6
981;1668477064833092971;9
982;1668477064942075873;7
983;1668477065090338847;9
984;1668477065192177779;7
985;1668477065295648756;10
986;1668477065431282855;10
987;1668477065540376041;8
988;1668477065662101980;9
989;1668477065767602834;8
990;1668477065914246189;10
991;1668477066016147323;7
992;1668477066153816554;10
993;1668477066256937133;7
994;1668477066402066493;9
995;1668477066509078948;7
996;1668477066655722497;7
997;1668477066791792748;9
998;1668477066896231669;8
999;1668477067043825018;7
1000;1668477067191661259;9
1001;1668477067333078374;7
1002;1668477067438343993;7
1003;1668477067540050990;10
1004;1668477067694316160;10
1005;1668477067797811267;6
1006;1668477067928909183;10
1007;1668477068035449778;8
1008;1668477068137332980;9
1009;1668477068283924051;7
1010;1668477068385584256;10
1011;1668477068494825857;10
1012;1668477068614391804;9
1013;1668477068716402145;8
1014;1668477068862736350;10
1015;1668477068963293818;7
1016;1668477069089724279;10
1017;1668477069190528162;8
1018;1668477069293860396;10
1019;1668477069455967012;6
1020;1668477069558093675;10
1021;1668477069710032078;7
1022;1668477069816596485;9
1023;1668477069946721941;10
1024;1668477070047619537;8
1025;1668477070148583824;10
1026;1668477070286835191;10
1027;1668477070392552497;7
1028;1668477070589132891;9
1029;1668477070691969642;5
1030;1668477070800879912;10
1031;1668477070940852354;9
1032;1668477071043316740;7
1033;1668477071177896388;7
1034;1668477071348221782;9
1035;1668477071454987164;6
1036;1668477071558252115;10
1037;1668477071697812346;7
1038;1668477071847214420;10
1039;1668477072017494302;7
1040;1668477072170058343;6
1041;1668477072280136430;6
1042;1668477072414985944;7
1043;1668477072523776728;10
1044;1668477072626783928;9
1045;1668477072756808398;9
1046;1668477072859167527;8
1047;1668477072977227573;10
1048;1668477073082943387;8
1049;1668477073227531502;10
1050;1668477073329457538;7
1051;1668477073451035528;10
1052;1668477073554039068;8
1053;1668477073698688430;10
1054;1668477073799601122;7
1055;1668477073902070002;10
1056;1668477074042168615;8
1057;1668477074189867372;9
1058;1668477074294257142;7
1059;1668477074432528088;10
1060;1668477074538193023;7
1061;1668477074675007993;7
1062;1668477074783334316;9
1063;1668477074948272226;9
1064;1668477075053941690;6
1065;1668477075185085143;7
1066;1668477075289070692;10
1067;1668477075425656898;10
1068;1668477075529976727;7
1069;1668477075634004321;10
1070;1668477075766176499;7
1071;1668477075870797368;10
1072;1668477075998809964;9
1073;1668477076101532678;8
1074;1668477076235739156;9
1075;1668477076337441311;8
1076;1668477076482504470;8
1077;1668477076588047361;9
1078;1668477076724584204;9
1079;1668477076832793229;7
1080;1668477076967797985;9
1081;1668477077076045251;7
1082;1668477077218406633;9
1083;1668477077331132152;7
1084;1668477077435459135;9
1085;1668477077578321343;7
1086;1668477077726709551;10
1087;1668477077830265957;7
1088;1668477077974230897;9
1089;1668477078079186121;7
1090;1668477078211153880;10
1091;1668477078316127608;8
1092;1668477078460331918;10
1093;1668477078560717590;7
1094;1668477078696124404;10
1095;1668477078802491898;7
1096;1668477078902682242;9
1097;1668477079064583585;10
1098;1668477079173976469;6
1099;1668477079318018755;7
1100;1668477079454432361;9
1101;1668477079563138341;8
1102;1668477079709713120;9
1103;1668477079815710816;7
1104;1668477079961353990;10
1105;1668477080064416183;7
1106;1668477080216034402;9
1107;1668477080319655929;7
1108;1668477080455846389;10
1109;1668477080560700067;7
1110;1668477080708141975;7
1111;1668477080813075612;10
1112;1668477080947132524;10
1113;1668477081055348655;7
1114;1668477081348816453;3
1115;1668477081459123112;9
1116;1668477081602563361;7
1117;1668477081708862985;9
1118;1668477081859482826;7
1119;1668477082010466488;9
1120;1668477082114999091;7
1121;1668477082262622022;9
1122;1668477082365682057;7
1123;1668477082494598345;10
1124;1668477082598563290;8
1125;1668477082735586391;9
1126;1668477082838402710;7
1127;1668477082971030889;10
1128;1668477083074206413;8
1129;1668477083206827997;9
1130;1668477083312565750;8
1131;1668477083452451169;9
1132;1668477083559837596;7
1133;1668477083672832291;9
1134;1668477083797746267;9
1135;1668477083941889706;8
1136;1668477084051105609;7
1137;1668477084173347830;9
1138;1668477084276541863;8
1139;1668477084385129902;9
1140;1668477084527732332;9
1141;1668477084636409879;7
1142;1668477084775906028;9
1143;1668477084884716455;7
1144;1668477085031314598;9
1145;1668477085136644463;7
1146;1668477085269031218;9
1147;1668477085373921855;8
1148;1668477085530397196;6
1149;1668477085677089461;9
1150;1668477085779408166;7
