QStandardPaths: XDG_RUNTIME_DIR not set, defaulting to '/tmp/runtime-root'
Time;Network load (With INC);
1668476983163757042;17.70977391182994;
1668476983746643754;19.869021460587643;
1668476984289946143;19.74631034378862;
1668476984903997037;19.59924841741648;
1668476985488481187;19.63269575989733;
1668476986056292652;19.92462429437514;
1668476986647108834;18.236343800770687;
1668476987272670373;14.383516490080403;
1668476987861225235;19.51459398589823;
1668476988437467244;16.741832176625227;
1668476989015903190;22.346690068613885;
1668476989586922172;17.398886201175635;
1668476990145707248;18.49928572396001;
1668476990735493103;20.14960470270751;
1668476991265277654;17.22435354815011;
1668476991849424934;19.279578696190548;
1668476992459826077;18.409148702241374;
1668476993030918851;19.05590528827249;
1668476993574355483;17.608228237043125;
1668476994134305445;18.40875679582994;
1668476994735700011;19.8495628976514;
1668476995392945043;16.39790032966073;
1668476995941757457;19.856347102194803;
1668476996520153859;20.76408484734691;
1668476997156325972;16.504516190748493;
1668476997837736626;18.612269606371846;
1668476998433575179;20.788603053928956;
1668476999021429981;19.623440961711346;
1668476999600323865;19.51735766401174;
1668477000225413114;20.730666514116944;
1668477000788048893;17.554309319420014;
1668477001392853210;19.048247709474815;
1668477001919881902;17.652873727567368;
1668477002554869955;21.25729168552001;
1668477003096301663;17.06730009841448;
1668477003655847268;20.170427621792808;
1668477004251163182;18.057326383746915;
1668477004905077249;17.624843093529332;
1668477005474306831;12.874612042279507;
1668477006029872536;20.42521579453377;
1668477006599697434;20.019072615936924;
1668477007188131807;19.514247565936948;
1668477007786364127;15.8574586323349;
1668477008352208783;20.124406957694948;
1668477008983816530;18.345831894043275;
1668477009580066528;19.282785454496253;
1668477010176636567;19.01028883413396;
1668477010773421883;18.81544377049436;
1668477011354889492;15.468537647179984;
1668477011904453885;19.908774320865405;
1668477012534650703;17.07051197531453;
1668477013115162525;18.35771448219743;
1668477013686308295;19.382147556653916;
1668477014222405839;17.632195008081343;
1668477014763218131;20.319627004833286;
1668477015336102855;19.156149491230227;
1668477016024107854;12.743594175729362;
1668477016646248690;16.97070541038169;
1668477017202895960;18.98626307139977;
1668477017770290431;18.831239593832834;
1668477018347963967;16.255763770666153;
1668477018911688403;19.273941952693193;
1668477019601389999;11.55901462135108;
1668477020144492079;21.208541069924927;
1668477020764663115;17.46075264170005;
1668477021380947293;16.70506880593204;
1668477021908762034;17.511581741241056;
1668477022504727330;17.152183681465512;
1668477023075879142;20.203486742841857;
1668477023601106713;17.013042560473316;
1668477024199877517;18.16281100760527;
1668477024805279239;16.952323355467446;
1668477025332276785;17.764235206097332;
1668477025899704988;19.276968010566954;
1668477026476397671;15.26217373166785;
1668477027033308559;15.818774736185611;
1668477027680242110;17.049960571532687;
1668477028332251829;19.478927328783776;
1668477028855353923;17.878094523811043;
1668477029400091110;20.343233162281518;
1668477029939397894;20.584656916677698;
1668477030479831363;20.59735716621249;
1668477031051188371;15.67829190091862;
1668477031635815631;19.231886059888325;
1668477032208548278;19.855441644150577;
1668477032832127105;17.68108595411354;
1668477033372881753;16.165414278999517;
1668477033983680675;19.032133143934793;
1668477034552311076;17.171370457453953;
1668477035100906487;16.6906645857975;
1668477035688422334;19.438310536771088;
1668477036349948645;18.265524147684612;
1668477036886371373;20.0992045931476;
1668477037488678508;18.741222076463924;
1668477038107893195;14.527230562921037;
1668477038672668413;20.25019095148864;
1668477039191882349;16.98587523713082;
1668477039754378884;19.95748443906752;
1668477040321287682;15.952576342829584;
1668477040863679081;20.816923125265408;
1668477041439851164;19.758729091668524;
1668477042048967623;17.725538180313517;
1668477042623322432;20.176794211520356;
1668477043189088977;17.54682335668192;
1668477043752447710;20.620175162485918;
1668477044338153488;19.861813531582364;
1668477044922349232;18.683400674578667;
1668477045493371929;17.479248297117053;
1668477046133202419;20.757603433424624;
1668477046709154867;17.096074413683457;
1668477047228796825;18.235360298002966;
1668477047856677572;10.054330636026009;
1668477048423968793;17.85496455948419;
1668477049093813376;16.24423685912908;
1668477049703772161;19.090416182093293;
1668477050247350255;18.101972184266238;
1668477050849742443;18.966641849509983;
1668477051503886471;21.21910703142984;
1668477052075952921;20.491419536690263;
1668477052698776751;18.95215256005767;
1668477053201684442;18.82528825418845;
1668477053784870405;20.218285439798336;
1668477054410470484;13.942079411343414;
1668477054972213467;21.357310831684398;
1668477055539171489;21.992604909029502;
1668477056109540399;19.302923426708585;
1668477056709217629;20.602118492491638;
1668477057236198767;17.77607332673716;
1668477057785679546;16.977044344121914;
1668477058413967809;17.79905651351609;
1668477058948535648;21.084682863943115;
1668477059512373488;20.018277510243635;
1668477060078310189;14.730074385917883;
1668477060670766153;19.21817408383644;
1668477061239778347;16.81950123077865;
1668477061819807773;19.34398246361013;
1668477062385414289;20.023814642016422;
1668477062955052591;18.76813598143344;
1668477063557666789;19.048665823525536;
1668477064118395561;17.551974663254597;
1668477064696943082;18.768807081093357;
1668477065228171566;18.953550873946035;
1668477065848962428;18.772766857675617;
1668477066422582151;18.953574301473346;
1668477066967903668;18.20603113248495;
1668477067524048566;16.686714833121837;
1668477068128267591;19.24745685599256;
1668477068707895401;16.197430368015688;
1668477069293680044;20.189925310024513;
1668477069880379736;18.800963279312576;
1668477070610198120;16.259696829551824;
1668477071167926571;17.786225504645778;
1668477071716192288;21.320650611912832;
1668477072331213869;17.842158825930742;
1668477072909105076;18.25534405311955;
1668477073460013709;20.860742729279217;
1668477074028092523;16.794962116262578;
1668477074591882254;20.86691203986203;
1668477075124038984;17.884210853239114;
1668477075704011478;20.520855060913057;
1668477076317112928;19.532823182081952;
1668477076896476061;20.50974586504455;
1668477077508791676;19.22294673095426;
1668477078124039100;19.17142303981927;
1668477078694023586;20.692531831729717;
1668477079244119199;20.016062312400194;
1668477079871169586;17.89105241178772;
1668477080440734475;16.599507177530004;
1668477080971902716;21.62641142960872;
1668477081521146999;16.89557801875835;
1668477082051683826;21.78315256557838;
1668477082681521267;18.301418378347194;
1668477083230163873;19.659141625428134;
1668477083851153850;19.22575787559202;
1668477084381594812;18.001670134856283;
1668477084967015541;19.71796867865002;
1668477085539711086;18.900733508289626;
1668477086077813094;18.472280713806413;
1668477086612632975;21.703584200804173;
1668477087181590826;16.375104441932727;
1668477087765556749;18.787692026474915;
1668477088339928733;20.23531559853396;
1668477088966933290;19.3893591206346;
1668477089566667893;18.972769610938347;
1668477090116020039;18.291537930989556;
1668477090683987316;20.74964341469926;
1668477091225456728;20.395605730822375;
1668477091916801166;18.256615354983367;
1668477092488191749;16.568847365686047;
1668477093086021023;18.57810114536195;
1668477093677818471;19.535652585529284;
1668477094324654011;18.458988635172865;
1668477094852085886;17.886594165755;
1668477095454559644;18.921736835583566;
1668477096074130040;17.855961278689524;
1668477096593042652;17.812727293387802;
1668477097232908782;20.044727090739364;
1668477097759681506;18.00637953686063;
1668477098369824548;18.292718733218397;
1668477098959962314;18.750472550343943;
1668477099516710732;20.072109445806078;
1668477100105789791;19.026473809340768;
1668477100644921621;16.818604147869724;
1668477101208012365;19.985343301700976;
1668477101750539275;19.69063481970963;
1668477102345423558;16.615392126238483;
1668477102901287762;16.5070801092007;
1668477103551466291;22.172421295972757;
1668477104120012191;19.432567851649583;
1668477104727860975;19.16488413107569;
1668477105335785798;22.867849556376385;
1668477105936071325;19.213664416666994;
1668477106521360006;19.634052622733392;
1668477107072277985;20.9820435510919;
1668477107676303988;19.08428685917322;
1668477108309857681;18.162663245485525;
1668477108879393613;20.189197260510216;
1668477109461462537;20.277163562594122;
1668477110189885484;20.446452716063394;
1668477110727743787;15.505099456211749;
1668477111385940690;21.3275441100057;
1668477111945370608;19.313708965981615;
1668477112571389066;18.653500507891945;
1668477113166823335;21.572222609451007;
1668477113708981074;17.812306616590035;
1668477114288018752;19.785910437820885;
1668477114880031008;19.535186470322476;
1668477115495557454;18.759973204310267;
1668477116100445932;19.142066551182936;
1668477116635458313;17.438534745105137;
1668477117203621157;20.47843125431609;
1668477117801985041;18.143821421112087;
1668477118369355814;20.347612590133593;
1668477118937033928;16.217114549032704;
1668477119512516798;17.310644643971994;
1668477120052267701;21.1934775975484;
1668477120663950938;18.766144012257723;
1668477121255423860;18.115226107118065;
1668477121815866617;17.5698988849325;
1668477122392094634;19.728324340197943;
1668477122976380886;19.303437575421643;
1668477123545285912;18.485059911338855;
1668477124116142586;17.10190414989132;
1668477124688312310;19.852304220330684;
1668477125256469599;20.011363934936902;
1668477125834276334;15.814740663525503;
1668477126439421450;18.468454579398514;
1668477127014414970;19.756501135743008;
1668477127578032829;18.56151310218431;
1668477128118286756;20.665816132242256;
1668477128700151595;20.192268512817975;
1668477129321716394;14.011677048046625;
1668477129869091481;18.196238018891002;
1668477130449787699;19.722037193319995;
1668477131021702509;19.138415536404164;
1668477131609224562;19.391881328205095;
1668477132156238748;18.22031902124358;
1668477132715690630;20.297635169298008;
1668477133277430415;20.52142292602453;
1668477133830328018;19.6628030137944;
1668477134448321189;19.866746764749422;
1668477134974181310;17.981175481693377;
1668477135545059236;20.556098232659767;
1668477136144496055;18.421324351520266;
1668477136762765011;18.98184737556569;
1668477137320401416;18.11183123002532;
1668477137950029305;18.466614510209535;
1668477138483890264;21.66558960673991;
1668477139088173244;17.88465553875578;
1668477139695410106;18.961068919188392;
1668477140228815975;14.207485896341913;
1668477140841387469;17.498991815488065;
1668477141415737885;19.901175631388877;
1668477141947276090;18.285800139717175;
1668477142520422783;19.735170938337497;
1668477143097389240;19.457785301259335;
1668477143675913077;20.083633191176588;
1668477144285123244;14.973134539559224;
1668477144838139218;20.40336282244868;
1668477145373093684;20.85568748042085;
1668477145949244651;15.417707912773984;
1668477146512622696;15.788944269933886;
1668477147083147763;22.498213864718654;
1668477147644229651;16.85766605354546;
1668477148184934913;19.208309379872222;
1668477148758872971;19.260893953752813;
1668477149348181229;19.836309348393943;
1668477149923686628;19.163133433565086;
1668477150500249027;15.430624348782882;
1668477151152026214;17.141650762022923;
1668477151751707618;19.444079122905464;
1668477152404756582;12.495405396995936;
1668477152951788275;18.07084538743512;
1668477153500698769;21.06191017898997;
1668477154061849813;16.535605029431977;
1668477154704636084;17.935796008281226;
1668477155278008474;16.03140265447701;
1668477155865434623;23.253683839454244;
1668477156452047291;19.383953671700397;
1668477156985419749;17.022424431642836;
1668477157549020515;20.01775008307734;
1668477158119683717;19.851912352568846;
1668477158709404307;18.214966521036615;
1668477159280700492;16.592854704063328;
1668477159800679692;17.700842647417893;
1668477160401253934;18.803052202816264;
1668477160959746946;16.05953780234748;
1668477161533757249;19.57423742139328;
1668477162267805358;18.303376483420774;
1668477162888710604;18.0748098937354;
1668477163569044935;16.55835195997324;
1668477164172589342;18.797865763654343;
1668477164737631341;16.30243401596054;
1668477165288991869;16.60439564976362;
1668477165864478560;19.99453171693514;
1668477166439271551;18.932741439102642;
1668477166970066401;14.311463290254792;
1668477167549521544;19.789869840745844;
1668477168109436236;20.320928382354634;
1668477168650421547;16.60074069613694;
1668477169237786742;18.904246338053046;
1668477169804429224;19.56126147340955;
1668477170396474958;18.787970479545923;
1668477170974034321;19.34509033146118;
1668477171567270720;17.697123704699848;
1668477172107954795;17.726831196006433;
1668477172694101167;19.065121826388022;
1668477173263810269;14.33413424006378;
1668477173964385582;16.938033897689294;
1668477174554783457;21.342636582058812;
1668477175079760476;18.128946448745296;
1668477175724417068;17.22509435744507;
1668477176396014771;18.675507787607938;
1668477176922991827;17.802799351363152;
1668477177486864918;19.600089488246926;
1668477178060800366;19.06097296107595;
1668477178647379499;15.055711018952275;
1668477179200705094;19.95679540461813;
1668477179817911735;21.678382459606745;
1668477180396634782;18.244097803850423;
1668477180968915191;19.702983046565606;
1668477181567098038;20.074457698807876;
1668477182105357055;20.735576873847613;
1668477182724862068;17.209347389863076;
1668477183318471222;19.097325793940946;
1668477183841466090;18.566088097088613;
1668477184458899879;15.098941442887725;
1668477185042523953;18.621356000559107;
1668477185585280385;20.344162077442185;
1668477186128255320;16.220852583416175;
1668477186671605895;20.250828322789797;
1668477187260364088;18.84156549304538;
1668477187857010699;18.604112808431008;
1668477188400582693;20.42592404207895;
1668477188993880899;15.594333362268673;
1668477189528154285;20.292064407588985;
1668477190101487322;18.46370279489065;
1668477190671687977;17.141732775183062;
1668477191232064431;20.123921539488773;
1668477191844356897;18.155239977740223;
1668477192371882127;17.727757913922012;
1668477192938797305;23.11378133772762;
1668477193526125838;19.537356044766067;
1668477194135704269;19.135118890158033;
1668477194687975116;17.578628378161195;
1668477195232434548;16.90513920130352;
1668477195797648557;16.31957281535762;
1668477196384324375;19.65236109256774;
1668477196989999462;19.001194881929774;
1668477197577515746;22.263481780100836;
1668477198131750766;17.610571935302076;
1668477198691707278;20.56759783373759;
1668477199329794504;19.532136529196283;
1668477199907641338;18.4433282059666;
1668477200492061159;18.62437955938343;
1668477201089716677;19.67734186867599;
1668477201653008984;17.881455642697652;
1668477202232030289;20.09554206360701;
1668477202808952531;20.15833135305816;
1668477203387805314;19.951315414678362;
1668477203986927925;18.15893033234167;
1668477204559844401;17.235105124150238;
1668477205129017037;20.01056456733822;
1668477205767826490;17.83563581207588;
1668477206344901001;10.681763202919274;
1668477206896540801;18.003147164457815;
1668477207480842496;14.731095696697297;
1668477208059920290;21.46175540455975;
1668477208649159346;15.943434459670804;
1668477209203772954;16.601730178445738;
1668477209792549325;18.630212996162513;
1668477210377712744;19.56439694461938;
1668477210880024205;19.35407974016173;
1668477211449066365;16.282987745966267;
1668477211983816120;21.5859519248523;
1668477212589544067;18.054224199789747;
1668477213112007132;19.01515113276617;
1668477213681515161;20.3339497047409;
1668477214263721821;19.862381817682444;
1668477214832825976;18.919922332569218;
1668477215444312096;19.623971239490526;
1668477216031567129;19.286589390865018;
1668477216586153512;18.065412964979398;
1668477217132610954;21.458757039058007;
1668477217733061849;15.664239088191714;
1668477218328015320;18.407651511417747;
1668477218895720703;17.887700537303665;
1668477219481338520;20.098905038416788;
1668477220109320294;18.61495405943751;
1668477220694688464;18.95020294957972;
1668477221226085394;18.531784667065278;
1668477221807213538;18.587154951919352;
1668477222431804125;19.610096536032895;
1668477222994851696;19.026635530032507;
1668477223589580986;16.392005100744083;
1668477224184565701;15.130876914695799;
1668477224794848320;18.547354153755865;
1668477225403995292;21.929356063377107;
1668477226028017255;17.971605459909803;
1668477226618001787;18.134995500651428;
1668477227149675620;18.25398175288111;
1668477227705605030;20.64168379591144;
1668477228432165468;18.205066962279606;
1668477228989069874;20.697440596230756;
1668477229516586026;18.937797931422516;
1668477230087465425;20.48430740564082;
1668477230690054491;19.375623951791145;
1668477231241960604;19.986629385354405;
1668477231785624697;18.513548857802675;
1668477232435906910;20.70935697810042;
1668477232972726184;18.778464845193202;
1668477233541404005;20.870632944863075;
1668477234160146236;19.209296507216912;
1668477234700209722;22.125755340916044;
1668477235264201103;21.09329803238449;
1668477235827844688;16.889755304895182;
1668477236419524981;19.58775507967956;
1668477236948782398;18.526825691822886;
1668477237532859804;20.447033651913905;
1668477238119817976;19.161866597411244;
1668477238704049906;17.576729858062038;
1668477239257999765;17.22094628062618;
1668477239972636198;13.44177830912593;
1668477240538352608;20.942487288429202;
1668477241109038015;19.43802423185359;
1668477241693748369;20.29442964187439;
1668477242277455230;20.451574739561703;
1668477242855443530;20.66347320139105;
1668477243384327723;19.50251975893156;
1668477243967936847;19.435551498590073;
1668477244491846984;19.40320509040813;
1668477245082702984;20.102528620371725;
1668477245668988030;19.108358059294627;
1668477246191647525;19.27895718732838;
1668477246771873224;20.07387944263738;
1668477247359762607;15.797606719969345;
1668477247932643311;20.380354340732133;
1668477248525558110;18.566228886125927;
1668477249064509562;18.6218734387112;
1668477249709439286;19.85907382296174;
1668477250297509405;17.212687692211844;
1668477250851452921;18.20939417529529;
1668477251395626526;21.310525402452033;
1668477252032030539;18.111559526543832;
1668477252594410898;19.058255640455855;
1668477253148093055;17.38783459069557;
1668477253766014468;22.168657811119274;
1668477254374628668;18.881090376760213;
1668477254969509080;18.263350500179406;
1668477255618733842;16.669132228565566;
1668477256176403006;20.075200478540765;
1668477256732973377;19.817869487305106;
1668477257300277540;19.52199891024416;
1668477257926191137;20.1551452623946;
1668477258516471794;16.146473541744886;
1668477259171889684;18.96991245439557;
1668477259712801141;9.629250860337129;
1668477260280663707;15.816637161687677;
1668477260868283162;11.533902066510116;
1668477261432780795;16.157904624068575;
1668477262003498056;8.101136767554397;
1668477262536591020;17.302940696458606;
1668477263198723496;16.594402057132033;
1668477263727916497;18.777508558791645;
1668477264303432765;19.10430990583183;
1668477264869775743;16.803527257601214;
1668477265497486193;18.01562312178408;
1668477266024659250;18.46132669917123;
1668477266571122369;19.669300000911125;
1668477267093055314;18.437282525807277;
1668477267661332404;15.787180814964188;
1668477268254985942;18.540424906698913;
1668477268981768752;12.80081191704776;
1668477269569837003;18.942566641217404;
1668477270146217513;19.625837934928228;
1668477270778062221;14.59017214249754;
1668477271297888708;16.866819227310938;
1668477271892481431;19.702702000509223;
1668477272501706171;13.146054901871842;
1668477273047394256;18.223005847890384;
1668477273621183964;19.307101976284123;
1668477274246659969;17.46016503126149;
1668477274811113816;19.490203513863786;
1668477275337797148;17.495855907275704;
1668477275900379429;18.820308622516645;
1668477276451020020;17.333450409468295;
1668477277049738776;17.621714593653373;
1668477277624581305;16.983350018192635;
1668477278168565740;20.955658800713003;
1668477278764177272;19.041971403455303;
1668477279336420650;15.835855962863787;
1668477279932938701;18.880318834977743;
1668477280464064204;16.922558508869624;
1668477281084755376;18.133554551421412;
1668477281794195174;17.73468502817972;
1668477282477297901;13.041341043487916;
1668477283115581879;17.228709882494737;
1668477283665515080;17.294988166625743;
1668477284248042220;17.83600566820114;
1668477284882457189;18.903146445793237;
1668477285356697454;18.15327025091734;
1668477285904165900;16.22878768496828;
1668477286479763506;19.24856092234382;
1668477287070735561;17.743699815768235;
1668477287653056484;16.933230937396633;
1668477288230012493;21.837149310794306;
1668477288811693853;15.20447682340256;
1668477289358217280;17.75839074281795;
1668477289937246967;18.26185200444904;
1668477290531221315;19.0259814237226;
1668477291085062205;17.14964036072;
1668477291617992150;16.786556639275585;
1668477292185613031;19.634598479085945;
1668477292904319435;14.627494806851557;
1668477293470210540;16.94584167824838;
1668477294045016453;19.21180272786315;
1668477294645548178;18.476148403708212;
1668477295213631900;15.44863788789295;
1668477295842868308;17.53514537332682;
1668477296424207901;18.80199163051731;
1668477297031888273;18.811667969142324;
1668477297566015646;19.667745217252865;
1668477298164091606;18.33168740377956;
1668477298719066999;18.616625068008496;
1668477299305750597;19.05005671555483;
1668477299868364698;16.73083978349744;
1668477300411710453;20.53770131638771;
1668477301001242258;19.08414703309395;
1668477301585661439;19.434102683946687;
1668477302175852613;19.458011481068286;
1668477302781241300;15.294881765891455;
1668477303451572451;20.83115669333878;
1668477304032396733;14.933263490491866;
1668477304598763291;17.83881869585074;
1668477305180912553;17.782694639881758;
1668477305710104079;18.275289949790942;
1668477306248347669;19.36599035191483;
1668477306817442495;16.82710748790023;
1668477307387020151;19.049646918406918;
1668477307982163551;19.055514778187955;
1668477308512697757;17.02447799532528;
1668477309059584255;16.26074747688154;
1668477309693471944;17.304551271734965;
1668477310236597570;16.631804529046555;
1668477310806439302;19.41613364360555;
1668477311408319045;18.38283468904942;
1668477311964010882;20.009021760229043;
1668477312550575221;17.956745472835056;
1668477313098274919;20.270465439732618;
1668477313660609769;17.927159187011686;
1668477314202016797;19.200397718458532;
1668477314911691826;14.51159902000961;
1668477315444638313;17.70381228377634;
1668477316067038215;16.45928323963482;
1668477316631946177;16.8527214778892;
1668477317264964799;16.030935440911744;
1668477317886247294;15.182705105904473;
1668477318448487376;19.375245751725213;
1668477319025707768;15.173655182097882;
1668477319606147783;18.862874139468843;
1668477320170903386;19.382744157717546;
1668477320748488939;18.8783435035917;
1668477321329116032;15.080092387288355;
1668477321954011859;19.235350650029385;
1668477322512390236;21.171191443374806;
1668477323048764059;16.106350577275382;
1668477323628068058;18.665446710557106;
1668477324166742082;16.15330654679529;
1668477324753663763;18.344803631394466;
1668477325339149368;17.445343064654082;
1668477325984182135;14.375285468717083;
1668477326536064268;15.620032011758225;
1668477327102364024;17.768491196540307;
1668477327669566448;16.402516101043243;
1668477328251296365;18.539062448091663;
1668477328832535213;18.53464613645789;
1668477329405520700;15.124209278423209;
1668477330010342950;17.713927371677194;
1668477330573292203;19.15203901676351;
1668477331153755310;15.044501473583061;
1668477331700397216;19.803425806596753;
1668477332272291074;17.88819282632376;
1668477332832304264;16.927364132765298;
1668477333433309069;17.24832003662268;
1668477333996023315;17.0200302681372;
1668477334576119286;19.059214378156252;
1668477335147611014;19.246352652338686;
1668477335687877689;19.21722362869922;
1668477336320918186;18.415472077939476;
1668477336818487078;12.869891973689027;
1668477337434587415;18.525292147906537;
1668477337962545726;18.66467433432238;
1668477338533255459;18.671885486749318;
1668477339113239836;19.756273652816535;
1668477339715250903;15.259942641757748;
1668477340374539893;18.09491738038209;
1668477340945910377;20.209478033177643;
1668477341460863201;18.00420502447443;
1668477342076379186;19.558063768447195;
1668477342655281743;17.39523484619404;
1668477343210299042;17.662632582273886;
1668477343800123483;19.186520346181744;
1668477344368111055;19.97727244135796;
1668477345019387906;17.31970817162408;
1668477345558439546;16.875012137920784;
1668477346136787537;19.304587932474522;
1668477346733007929;18.653233957307723;
1668477347451132336;14.458723445935743;
1668477347989206047;17.707471698531997;
1668477348672085204;16.08353681738356;
1668477349349507913;16.252299340267946;
1668477349928821731;18.95304352459039;
1668477350538054687;20.669080734075948;
1668477351073205556;17.545505502537925;
1668477351685320535;17.87373986960859;
1668477352274182266;18.62465935614237;
1668477352838526936;20.5689829454499;
1668477353424223936;17.722454942045676;
1668477353996582747;15.30811821755925;
1668477354538211060;19.869133630212755;
1668477355152841725;17.584717872656206;
1668477355703693512;19.666316839101015;
1668477356267695154;19.137529759998433;
1668477356845725942;19.18379724945956;
1668477357437084508;17.780181976797223;
1668477357972574561;16.556307597055724;
1668477358543996768;15.27904407222482;
1668477359167943066;17.502860722562996;
1668477359736509804;19.385088976642553;
1668477360324641117;17.560355631612644;
1668477360874768169;16.00033396615291;
1668477361420778623;17.417312715148938;
1668477362020952918;18.256258248571275;
1668477362631936051;17.965944926609133;
1668477363204333125;19.28467418175712;
1668477363789388818;15.051451470654722;
1668477364353845906;19.490229918945452;
1668477364935722729;18.88505733438636;
1668477365503727128;19.374693689476448;
1668477366076742349;15.442472693629494;
1668477366647955242;19.17535922456076;
1668477367192058515;20.28015924505271;
1668477367818584282;16.552522544143955;
1668477368345036553;17.96357041357539;
1668477368924104786;17.67859811268707;
1668477369677442255;8.784847767765669;
1668477370255885977;20.059439117721396;
1668477370805892159;18.62992395846387;
1668477371393249693;18.706844662690703;
1668477371931973945;17.489069971495205;
1668477372561936969;16.914276272828136;
1668477373125517150;15.955379041504958;
1668477373741660575;17.6624746741096;
1668477374287940180;15.903184734085944;
1668477374872077696;18.61705082186045;
1668477375491208776;16.58374543600017;
1668477376029686771;17.297448043238433;
1668477376898949332;11.286051212779348;
1668477377324962445;16.031676372424144;
1668477377896457493;19.054938105336845;
1668477378468268319;15.235462702319449;
1668477379066554364;17.01814017742411;
1668477379591895064;17.721650569004975;
1668477380176408491;18.699580591219313;
1668477380739734877;15.549650853725236;
1668477381302332554;18.28121052709247;
1668477381825387849;17.987167320005618;
1668477382396434858;19.22752559069613;
1668477382992088593;18.31999107628366;
1668477383598216954;16.910611181472014;
1668477384138156352;17.396404806824236;
1668477384695041554;18.363800253231876;
1668477385264008978;16.616964327944526;
1668477385868709606;20.810756981828607;
1668477386461745797;18.814903713243506;
1668477386994690769;9.0430500163758;
1668477387601882007;21.278660591432818;
1668477388118940516;17.35718195416386;
1668477388688832215;19.03703723217416;
1668477389228163258;16.126480571294678;
1668477389852157985;20.86514402212989;
1668477390439581866;18.59781747016318;
1668477391188271610;2.9832941481051085;
1668477391764382094;0.09998622936990006;
1668477392307199022;0.10608767995162287;
1668477392853179023;0.1055759625097486;
1668477393418980031;0.10186590452737548;
1668477393952907256;0.10782162451145134;
1668477394518673708;0.10180126282395396;
1668477395061213045;0.10602348819335379;
1668477395616628465;0.10368299660598378;
1668477396226734654;0.09463392750267827;
1668477396871985630;0.0890847360753005;
1668477397530432811;0.08766035601109741;
1668477398166000639;0.09048644090495943;
1668477398756611025;0.09759156393440521;
1668477399305445326;0.10485695000231013;
1668477399928695043;0.09236977070737015;
1668477400603838826;0.08550437932788205;
1668477401122661980;0.11077207778460929;
1668477401664597916;0.10641391351456396;
1668477402262606785;0.09636021081191277;
1668477402806599772;0.10569391129528405;
1668477403406261182;0.09776675446753669;
1668477403969852836;0.10053968010979489;
1668477404526899114;0.10316015007036322;
1668477405109585188;0.09900612932193396;
1668477405629528717;0.1106469536473818;
