FrameId;ReceivingTime;Fps
376;1668476991823775142;9
377;1668476991912738982;7
378;1668476992060064415;11
379;1668476992159224461;7
380;1668476992293588182;10
381;1668476992389812912;7
382;1668476992530138765;11
383;1668476992649671543;7
384;1668476992756689993;8
385;1668476992896577333;7
386;1668476993029224958;9
387;1668476993142786432;7
388;1668476993238138616;9
389;1668476993348602932;11
390;1668476993480954484;9
391;1668476993620329026;7
392;1668476993737880063;7
393;1668476993894316691;8
394;1668476993992523618;6
395;1668476994133411913;10
396;1668476994229023714;7
397;1668476994388971773;11
398;1668476994483864305;6
399;1668476994613967796;11
400;1668476994728656660;8
401;1668476994889001470;9
402;1668476995033282112;6
403;1668476995136459529;7
404;1668476995272921680;10
405;1668476995391326778;7
406;1668476995512119773;9
407;1668476995629613698;8
408;1668476995731647342;8
409;1668476995830314489;10
410;1668476995940888192;10
411;1668476996062442870;7
412;1668476996148288231;10
413;1668476996300690661;10
414;1668476996364698239;8
415;1668476996474281809;10
416;1668476996612059603;10
417;1668476996731144149;9
418;1668476996843737494;8
419;1668476997102226837;9
420;1668476997154384628;4
421;1668476997337670800;18
422;1668476997465204225;6
423;1668476997577581857;8
424;1668476997682631261;9
425;1668476997784775090;10
426;1668476997901869427;10
427;1668476998019577735;8
428;1668476998131164001;8
429;1668476998232577654;9
430;1668476998333615481;10
431;1668476998432417203;10
432;1668476998553131080;9
433;1668476998662436038;9
434;1668476998729252940;10
435;1668476998866256984;10
436;1668476998963237140;9
437;1668476999062625585;10
438;1668476999209804639;10
439;1668476999270910956;7
440;1668476999428336638;10
441;1668476999526569856;9
442;1668476999676980012;10
443;1668476999764159681;7
444;1668476999898201196;8
445;1668476999978421501;10
446;1668477000129160749;9
447;1668477000223524138;8
448;1668477000353727482;10
449;1668477000412895309;8
450;1668477000570878309;11
451;1668477000707019236;8
452;1668477000860150703;7
453;1668477001009314341;5
454;1668477001130420794;10
455;1668477001255570284;6
456;1668477001360908685;9
457;1668477001518905602;7
458;1668477001680063332;7
459;1668477001809804637;9
460;1668477001903932376;8
461;1668477002003842717;10
462;1668477002121237726;10
463;1668477002230597131;8
464;1668477002304657088;9
465;1668477002448508773;9
466;1668477002552801642;10
467;1668477002743334893;9
468;1668477002851179126;5
469;1668477002949596001;9
470;1668477003081770168;10
471;1668477003183469800;8
472;1668477003290516748;10
473;1668477003428556411;10
474;1668477003525582767;7
475;1668477003649363654;10
476;1668477003772476587;8
477;1668477003913914832;8
478;1668477004026433244;7
479;1668477004157915286;9
480;1668477004248991720;7
481;1668477004407287220;10
482;1668477004493978399;7
483;1668477004569531259;11
484;1668477004675195794;13
485;1668477004903792439;10
486;1668477004994157476;4
487;1668477005222246033;11
488;1668477005394006398;4
489;1668477005528765645;6
490;1668477005632205623;7
491;1668477005781342539;10
492;1668477005937107944;7
493;1668477006016077319;6
494;1668477006118721080;13
495;1668477006251470982;10
496;1668477006370374152;7
497;1668477006467244884;8
498;1668477006563973509;7
499;1668477006696572476;13
500;1668477006796787325;9
501;1668477006926386922;10
502;1668477007023191336;8
503;1668477007132730617;10
504;1668477007262885288;6
505;1668477007376974848;12
506;1668477007594324909;9
507;1668477007692930998;5
508;1668477007832653365;10
509;1668477008024308498;7
510;1668477008060760226;5
511;1668477008206052303;15
512;1668477008334085867;9
513;1668477008437700618;8
514;1668477008573933893;10
515;1668477008681282567;7
516;1668477008821991475;9
517;1668477008932863073;7
518;1668477009067257368;9
519;1668477009172111710;8
520;1668477009313929898;9
521;1668477009467062001;7
522;1668477009558703506;6
523;1668477009664238424;11
524;1668477009823549049;10
525;1668477009919831653;6
526;1668477010029618020;10
527;1668477010170133408;7
528;1668477010268438251;9
529;1668477010421382421;7
530;1668477010528790219;10
531;1668477010632390027;9
532;1668477010768769347;10
533;1668477010923818338;7
534;1668477011010069443;7
535;1668477011187853701;11
536;1668477011258054184;6
537;1668477011369044256;14
538;1668477011515125828;7
539;1668477011666187440;9
540;1668477011796592632;7
541;1668477011898660081;7
542;1668477012057001224;10
543;1668477012164863724;6
544;1668477012303670060;9
545;1668477012396502359;7
546;1668477012535219963;11
547;1668477012619513727;7
548;1668477012780015602;13
549;1668477012867151694;6
550;1668477012966209919;11
551;1668477013114274765;10
552;1668477013198659092;7
553;1668477013354339907;12
554;1668477013461564100;6
555;1668477013602518202;9
556;1668477013684950334;7
557;1668477013790584579;12
558;1668477013939572656;6
559;1668477014041784424;11
560;1668477014144020098;10
561;1668477014290264855;9
562;1668477014389795873;7
563;1668477014494148380;10
564;1668477014664314905;7
565;1668477014734432518;8
566;1668477014828057027;14
567;1668477014926337490;11
568;1668477015080171045;10
569;1668477015217106308;7
570;1668477015320428050;7
571;1668477015486062766;9
572;1668477015633588691;6
573;1668477015735935833;7
574;1668477016020756963;10
575;1668477016175827258;4
576;1668477016277231853;6
577;1668477016381287427;10
578;1668477016509685788;10
579;1668477016644660713;8
580;1668477016773338003;7
581;1668477016866361376;8
582;1668477017009327623;7
583;1668477017090301380;10
584;1668477017201235969;12
585;1668477017349687985;7
586;1668477017513436289;9
587;1668477017537931341;6
588;1668477017676735709;41
589;1668477017768996217;7
590;1668477017943161813;10
591;1668477018031754273;6
592;1668477018170238340;11
593;1668477018323988905;7
594;1668477018409148784;7
595;1668477018516390334;12
596;1668477018677418667;9
597;1668477018754381971;6
598;1668477018857793990;13
599;1668477018984583934;10
600;1668477019087946125;8
601;1668477019236202722;10
602;1668477019600565567;7
603;1668477019696221110;3
604;1668477019801550494;11
605;1668477019910091805;10
606;1668477020039885036;7
607;1668477020124347482;11
608;1668477020271112736;12
609;1668477020373879288;7
610;1668477020512268076;10
611;1668477020649154022;7
612;1668477020759997186;7
613;1668477020910584308;9
614;1668477021013065908;7
615;1668477021151807355;7
616;1668477021253624005;10
617;1668477021379639270;8
618;1668477021569601559;9
619;1668477021596222174;6
620;1668477021739737510;36
621;1668477021827557376;7
622;1668477021971506407;12
623;1668477022123462150;7
624;1668477022213153561;7
625;1668477022367864114;11
626;1668477022503049576;7
627;1668477022608379357;7
628;1668477022766496506;10
629;1668477022848371706;6
630;1668477022945899467;12
631;1668477023048983063;10
632;1668477023197082762;8
633;1668477023341007584;8
634;1668477023442424605;7
635;1668477023580842962;10
636;1668477023690306469;7
637;1668477023838325211;9
638;1668477023949099708;7
639;1668477024082824283;9
640;1668477024181461748;8
641;1668477024308686729;10
642;1668477024410339451;8
643;1668477024550005735;10
644;1668477024652193851;7
645;1668477024804265238;10
646;1668477024912706110;6
647;1668477025047657875;10
648;1668477025155405182;7
649;1668477025292542632;9
650;1668477025388683237;7
651;1668477025549993955;11
652;1668477025660550724;6
653;1668477025792473694;9
654;1668477025885030285;7
655;1668477026040771394;11
656;1668477026142016191;6
657;1668477026289496231;6
658;1668477026396510060;10
659;1668477026530476707;9
660;1668477026652876610;8
661;1668477026749200933;8
662;1668477027029796807;8
663;1668477027181136784;4
664;1668477027274113882;7
665;1668477027380151128;11
666;1668477027511118430;10
667;1668477027640803247;7
668;1668477027816505363;8
669;1668477027855578863;6
670;1668477027998686900;11
671;1668477028097932267;11
672;1668477028225721102;10
673;1668477028330320747;8
674;1668477028455621067;9
675;1668477028560403848;8
676;1668477028660559444;10
677;1668477028779425804;9
678;1668477028928154510;10
679;1668477029021219945;7
680;1668477029169020153;7
681;1668477029267876895;10
682;1668477029391977394;10
683;1668477029500595444;8
684;1668477029596773481;6
685;1668477029704663256;27
686;1668477029837910555;6
687;1668477029925905726;11
688;1668477030032725741;12
689;1668477030187375494;6
690;1668477030291172141;10
691;1668477030378969746;10
692;1668477030476934997;11
693;1668477030648352650;9
694;1668477030745756277;6
695;1668477030898949299;10
696;1668477031022433917;7
697;1668477031118921366;8
698;1668477031280363881;11
699;1668477031352891696;6
700;1668477031468696102;14
701;1668477031604909113;9
702;1668477031708574468;7
703;1668477031839504432;7
704;1668477031941470551;10
705;1668477032082298749;10
706;1668477032191591264;7
707;1668477032352100694;9
708;1668477032463661302;6
709;1668477032594658524;9
710;1668477032696535870;8
711;1668477032831091777;10
712;1668477032968366444;7
713;1668477033142160679;8
714;1668477033275383172;6
715;1668477033371957529;8
716;1668477033538274885;10
717;1668477033607201041;6
718;1668477033716038567;15
719;1668477033870164447;9
720;1668477033981824561;6
721;1668477034153958112;9
722;1668477034306994008;6
723;1668477034412059215;7
724;1668477034513504944;10
725;1668477034670192704;8
726;1668477034768416116;8
727;1668477034876964008;6
728;1668477035019048286;22
729;1668477035164562740;7
730;1668477035283434000;7
731;1668477035415908136;9
732;1668477035518785945;8
733;1668477035669931786;10
734;1668477035764347206;7
735;1668477035882033759;11
736;1668477036025328337;8
737;1668477036116484146;7
738;1668477036226957601;11
739;1668477036384932475;9
740;1668477036475978147;5
741;1668477036579254069;25
742;1668477036718012025;7
743;1668477036862009156;11
744;1668477036977076577;7
745;1668477037084731940;9
746;1668477037233218807;7
747;1668477037378453326;9
748;1668477037469337219;7
749;1668477037576075667;11
750;1668477037718604763;9
751;1668477037958816642;7
752;1668477038095300893;4
753;1668477038180704614;7
754;1668477038286454316;12
755;1668477038440647340;9
756;1668477038530535404;6
757;1668477038670645027;11
758;1668477038787455653;7
759;1668477038887997877;8
760;1668477038992984137;11
761;1668477039116441722;8
762;1668477039252624709;10
763;1668477039374097746;7
764;1668477039510973098;8
765;1668477039610505548;7
766;1668477039745046202;10
767;1668477039856424444;7
768;1668477040010845541;9
769;1668477040104694738;6
770;1668477040203967990;10
771;1668477040345756246;10
772;1668477040437424350;7
773;1668477040581398118;11
774;1668477040686816798;7
775;1668477040826775201;10
776;1668477040929374119;7
777;1668477041025992398;10
778;1668477041162597183;7
779;1668477041320321481;12
780;1668477041424209043;6
781;1668477041558358031;10
782;1668477041675078261;7
783;1668477041797344934;8
784;1668477041912316036;8
785;1668477042047892453;9
786;1668477042148308291;7
787;1668477042256342165;10
788;1668477042390766316;7
789;1668477042525052234;10
790;1668477042622209443;8
791;1668477042769270815;9
792;1668477042922246032;7
793;1668477043028478406;7
794;1668477043166549318;6
795;1668477043269111219;12
796;1668477043367995219;9
797;1668477043505226317;8
798;1668477043611024418;10
799;1668477043741651933;9
800;1668477043841404333;8
801;1668477043939254941;10
802;1668477044080157662;10
803;1668477044186553810;7
804;1668477044325493063;9
805;1668477044481380905;7
806;1668477044578241742;6
807;1668477044730746180;10
808;1668477044814907914;7
809;1668477044920714442;12
810;1668477045061993077;9
811;1668477045170428784;7
812;1668477045313749595;9
813;1668477045461772328;7
814;1668477045573562696;7
815;1668477045676515192;9
816;1668477045817645848;10
817;1668477045906378774;7
818;1668477046035165973;12
819;1668477046132236990;8
820;1668477046238354679;10
821;1668477046418521793;6
822;1668477046564931001;8
823;1668477046708305721;7
824;1668477046812595767;7
825;1668477046948567562;11
826;1668477047056843880;7
827;1668477047209080915;9
828;1668477047304578539;7
829;1668477047763202208;11
830;1668477047855433894;2
831;1668477048006472641;10
832;1668477048088942453;7
833;1668477048250477546;12
834;1668477048364346171;6
835;1668477048511321970;9
836;1668477048614426814;7
837;1668477048895717094;10
838;1668477048927855008;4
839;1668477049092133632;6
840;1668477049198981479;31
841;1668477049300345854;10
842;1668477049433692798;8
843;1668477049564729605;10
844;1668477049702003761;8
845;1668477049801638439;7
846;1668477049901026129;7
847;1668477050041158190;9
848;1668477050168634276;12
849;1668477050357033949;8
850;1668477050451125048;5
851;1668477050530103997;11
852;1668477050680134723;12
853;1668477050761968300;7
854;1668477050959004870;12
855;1668477050979608673;5
856;1668477051117285156;59
857;1668477051249538519;7
858;1668477051350588827;8
859;1668477051444894508;10
860;1668477051593286424;7
861;1668477051691781962;10
862;1668477051795689094;10
863;1668477051925635086;8
864;1668477052071779099;9
865;1668477052171906670;7
866;1668477052273652117;10
867;1668477052410110388;10
868;1668477052547868773;7
869;1668477052668512809;7
870;1668477052786181636;7
871;1668477052939970687;11
872;1668477053043343947;6
873;1668477053183451190;10
874;1668477053289598913;7
875;1668477053407407298;9
876;1668477053537513915;9
877;1668477053669236463;8
878;1668477053777003245;8
879;1668477053927468401;9
880;1668477054036770982;7
881;1668477054174898561;7
882;1668477054408250525;9
883;1668477054492331906;4
884;1668477054600507807;12
885;1668477054737555241;9
886;1668477054865727887;7
887;1668477054969658515;8
888;1668477055122396713;9
889;1668477055210699132;7
890;1668477055286388923;11
891;1668477055389712517;13
892;1668477055493579519;6
893;1668477055631837674;12
894;1668477055738584738;10
895;1668477055865399143;10
896;1668477055971894691;8
897;1668477056108541087;9
898;1668477056211721754;7
899;1668477056313652221;10
900;1668477056457314208;8
901;1668477056611795375;6
902;1668477056707578842;10
903;1668477056892453856;10
904;1668477056993952586;5
905;1668477057130150749;10
906;1668477057228918573;7
907;1668477057376093034;10
908;1668477057486388909;7
909;1668477057641901619;9
910;1668477057743844578;6
911;1668477057855155825;10
912;1668477058000611321;9
913;1668477058103923520;7
914;1668477058262881803;10
915;1668477058351075385;6
916;1668477058447463420;11
917;1668477058549046269;10
918;1668477058689316864;7
919;1668477058766554180;10
920;1668477058932705184;13
921;1668477059017083656;6
922;1668477059119815152;12
923;1668477059245832228;10
924;1668477059357983335;8
925;1668477059501985940;9
926;1668477059598256721;7
927;1668477059889689288;11
928;1668477059906490817;3
929;1668477060076656049;50
930;1668477060182640551;6
931;1668477060282691604;10
932;1668477060421706464;9
933;1668477060560273134;7
934;1668477060668949580;7
935;1668477060811736211;9
936;1668477060920107467;7
937;1668477061072604849;9
938;1668477061174754404;7
939;1668477061315060053;10
940;1668477061416714341;7
941;1668477061545864108;10
942;1668477061653450729;8
943;1668477061753444501;9
944;1668477061902358328;10
945;1668477061988444505;7
946;1668477062122900853;11
947;1668477062221005623;8
948;1668477062366224161;10
949;1668477062473939094;7
950;1668477062602507017;9
951;1668477062714378140;8
952;1668477062844247072;9
953;1668477062953440210;8
954;1668477063083804339;7
955;1668477063188921785;11
956;1668477063323235803;7
957;1668477063477101822;10
958;1668477063555686595;7
959;1668477063664473670;13
960;1668477063792055758;9
961;1668477063897424450;8
962;1668477064042231872;9
963;1668477064195395992;7
964;1668477064340385277;6
965;1668477064441335090;7
966;1668477064597994002;9
967;1668477064696034562;7
968;1668477064842288094;10
969;1668477064919677571;7
970;1668477065091481097;13
971;1668477065212831403;6
972;1668477065350721413;8
973;1668477065444471385;7
974;1668477065586568311;11
975;1668477065679903581;7
976;1668477065783199116;11
977;1668477065932333594;10
978;1668477066027157900;7
979;1668477066152375800;11
980;1668477066259391450;8
981;1668477066421652673;9
982;1668477066557769373;6
983;1668477066676632639;8
984;1668477066863174358;6
985;1668477066964522100;7
986;1668477067113054582;10
987;1668477067212250233;7
988;1668477067353076529;8
989;1668477067507511759;8
990;1668477067604083717;6
991;1668477067709332026;11
992;1668477067851433994;10
993;1668477068002544675;7
994;1668477068119024154;7
995;1668477068225599876;9
996;1668477068388362879;7
997;1668477068534068559;8
998;1668477068632634085;7
999;1668477068775366156;11
1000;1668477068882462251;7
1001;1668477069016396634;10
1002;1668477069126601899;7
1003;1668477069280929732;7
1004;1668477069386715330;9
1005;1668477069489674912;9
1006;1668477069621577464;8
1007;1668477069787370710;9
1008;1668477069878899859;6
1009;1668477069979887322;10
1010;1668477070079109324;7
1011;1668477070217301399;12
1012;1668477070316718442;10
1013;1668477070608978625;7
1014;1668477070767255967;4
1015;1668477070858343359;6
1016;1668477070957536551;11
1017;1668477071093567787;10
1018;1668477071199140448;7
1019;1668477071356959597;7
1020;1668477071461060335;9
1021;1668477071603965494;7
1022;1668477071704676965;11
1023;1668477071860293387;10
1024;1668477071962667324;6
1025;1668477072087220001;7
1026;1668477072195598480;11
1027;1668477072330027480;9
1028;1668477072431460383;7
1029;1668477072539933189;10
1030;1668477072692939585;9
1031;1668477072825976837;7
1032;1668477072924009556;7
1033;1668477073069881092;10
1034;1668477073152872655;7
1035;1668477073257787726;12
1036;1668477073387278433;10
1037;1668477073530619943;8
1038;1668477073634064693;7
1039;1668477073793087402;10
1040;1668477073934004703;6
1041;1668477074094970788;7
1042;1668477074194896715;6
1043;1668477074345502531;10
1044;1668477074453372261;7
1045;1668477074583271712;9
1046;1668477074693617400;8
1047;1668477074801813116;9
1048;1668477074956503702;7
1049;1668477075090005981;8
1050;1668477075197140087;8
1051;1668477075295552566;9
1052;1668477075436311423;7
1053;1668477075545499819;10
1054;1668477075677665691;9
1055;1668477075785253894;8
1056;1668477075918412154;9
1057;1668477076032230056;8
1058;1668477076156341745;9
1059;1668477076258900393;8
1060;1668477076389980917;10
1061;1668477076500838620;8
1062;1668477076639703771;9
1063;1668477076742339424;7
1064;1668477076878661231;9
1065;1668477076987815966;8
1066;1668477077135456519;9
1067;1668477077236871324;7
1068;1668477077342071393;11
1069;1668477077480729086;6
1070;1668477077577341481;11
1071;1668477077741762101;10
1072;1668477077817216455;6
1073;1668477077928945422;13
1074;1668477078058363812;9
1075;1668477078212839457;8
1076;1668477078313227781;7
1077;1668477078465023551;10
1078;1668477078545786523;7
1079;1668477078653254966;13
1080;1668477078786947448;7
1081;1668477078900939222;10
1082;1668477079062653548;8
1083;1668477079138525618;7
1084;1668477079235072149;13
1085;1668477079376023851;10
1086;1668477079473725873;7
1087;1668477079628619091;10
1088;1668477079718395650;6
1089;1668477079869650701;11
1090;1668477079977832223;7
1091;1668477080114556647;9
1092;1668477080231194516;7
1093;1668477080366900901;9
1094;1668477080521953010;7
1095;1668477080629219870;7
1096;1668477080786976531;9
1097;1668477080873032905;6
1098;1668477080960557125;12
1099;1668477081258579566;12
1100;1668477081270525838;3
1101;1668477081426977472;72
1102;1668477081512580996;6
1103;1668477081592991024;11
1104;1668477081695609056;12
1105;1668477081838697632;10
1106;1668477081934825496;7
1107;1668477082034859728;10
1108;1668477082172112270;10
1109;1668477082287787457;7
1110;1668477082383224437;9
1111;1668477082509326406;9
1112;1668477082663038905;9
1113;1668477082761095398;6
1114;1668477082899382210;10
1115;1668477082992530271;7
1116;1668477083126702140;11
1117;1668477083228655109;8
1118;1668477083373896062;10
1119;1668477083475454193;7
1120;1668477083598858854;10
1121;1668477083693158734;8
1122;1668477083849321225;10
1123;1668477083962822266;6
1124;1668477084096114006;9
1125;1668477084201299747;8
1126;1668477084296106622;9
1127;1668477084442407100;11
1128;1668477084545333186;7
1129;1668477084686389723;10
1130;1668477084796935707;7
1131;1668477084946255104;9
1132;1668477085049862991;7
1133;1668477085184170943;10
1134;1668477085294453719;7
1135;1668477085438530537;9
1136;1668477085538152526;7
1137;1668477085698806064;10
1138;1668477085826133217;6
1139;1668477085920320854;8
1140;1668477086074817792;10
1141;1668477086172636387;6
1142;1668477086269659291;10
1143;1668477086423460745;10
1144;1668477086503224632;6
1145;1668477086608688453;13
1146;1668477086759613238;9
1147;1668477086898629382;7
1148;1668477087005077110;7
